language,task,sigma,period,mode,is_rel,is_per,r,K,n_queries,method,rel_route,truncation,seconds,reps,value,rel_dev,guarded
matlab,eval,10,1200,absolute non-periodic,0,0,4,21,64,centres,auto,inf,0.00850826852,18,3.49664669150885e-09,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,21,64,mobius,auto,inf,0.000341895306,790,3.49665621871585e-09,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,32,64,centres,auto,inf,0.0495928542,4,0.430012069616491,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,32,64,mobius,auto,inf,0.000365805272,686,0.430012069620779,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,48,64,centres,auto,inf,0.252132208,1,0.307741857125205,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,48,64,mobius,auto,inf,0.000395928971,640,0.307741857133519,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,6,64,centres,auto,inf,0.000269066558,842,0.380054417278307,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,6,64,mobius,auto,inf,0.00014003924,1700,0.380054417278168,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,9,64,centres,auto,inf,0.000291376325,566,1.257993593748,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,9,64,mobius,auto,inf,0.000154185167,1518,1.25799359374785,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,14,64,centres,auto,inf,0.000374843305,702,1.31389882605847,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,14,64,mobius,auto,inf,0.000162693208,1438,1.31389882605782,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,21,64,centres,auto,inf,0.000564848672,546,5.91927257127249,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,21,64,mobius,auto,inf,0.000195501276,1110,5.91927257127159,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,32,64,centres,auto,inf,0.000485291252,402,14.8407208147433,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,32,64,mobius,auto,inf,0.000217015462,1086,14.840720814741,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,48,64,centres,auto,inf,0.00069800164,432,39.0138519521421,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,48,64,mobius,auto,inf,0.0002816,850,39.013851952135,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,6,64,centres,auto,inf,0.000365721612,728,8.43735861159428e-05,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,6,64,mobius,auto,inf,0.000250129607,624,8.43735861110005e-05,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,9,64,centres,auto,inf,0.000630149548,258,0.000243784478684056,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,9,64,mobius,auto,inf,0.000268885,850,0.000243784478683692,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,14,64,centres,auto,inf,0.000832243482,326,0.89672315026344,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,14,64,mobius,auto,inf,0.000344290815,832,0.896723150263036,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,21,64,centres,auto,inf,0.0023702619,126,1.46491987143224,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,21,64,mobius,auto,inf,0.00049400538,364,1.46491987143197,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,32,64,centres,auto,inf,0.00622421181,24,2.56889562887199,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,32,64,mobius,auto,inf,0.000570341456,277,2.56889562887077,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,48,64,centres,auto,inf,0.0189705417,8,28.1187506378892,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,48,64,mobius,auto,inf,0.000696095679,378,28.1187506378783,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,6,64,centres,auto,inf,0.000612534754,440,4.20517928607161e-05,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,6,64,mobius,auto,inf,0.00048801375,300,4.20517928607157e-05,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,9,64,centres,auto,inf,0.001108401,133,3.18746630165685e-10,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,9,64,mobius,auto,inf,0.000579944174,462,3.18746317390403e-10,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,14,64,centres,auto,inf,0.00672573958,44,0.00924992670501609,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,14,64,mobius,auto,inf,0.000816850457,219,0.0092499267050137,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,21,64,centres,auto,inf,0.0313773583,5,0.431967192520673,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,21,64,mobius,auto,inf,0.00112650541,177,0.431967192520467,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,32,64,centres,auto,inf,0.169551667,1,1.33182063370664,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,32,64,mobius,auto,inf,0.00135864792,160,1.3318206337062,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,48,64,centres,auto,inf,1.84091731,1,16.0572038637568,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,48,64,mobius,auto,inf,0.00164222489,146,16.0572038637518,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,6,64,centres,auto,inf,0.000172362386,1602,4.7888164845161,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,6,64,mobius,auto,inf,0.000810968182,55,4.78881648451665,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,9,64,centres,auto,inf,0.000150539661,1392,13.7953342579869,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,9,64,mobius,auto,inf,0.000734460112,328,13.7953342579885,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,14,64,centres,auto,inf,0.000167844581,1278,48.6088473324084,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,14,64,mobius,auto,inf,0.000724406098,205,48.6088473324129,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,21,64,centres,auto,inf,0.000202314677,1072,115.813905385712,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,21,64,mobius,auto,inf,0.000832833916,286,115.813905385725,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,32,64,centres,auto,inf,0.00043305447,384,203.051819434012,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,32,64,mobius,auto,inf,0.000908230915,286,203.051819434038,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,48,64,centres,auto,inf,0.000663728876,430,580.708064152376,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,48,64,mobius,auto,inf,0.000937089179,278,580.70806415244,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,6,64,centres,auto,inf,0.000212292927,1322,0.00067814628507246,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,6,64,mobius,auto,inf,0.0180761953,16,0.000678146285086556,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,9,64,centres,auto,inf,0.000241049295,934,0.527879697945336,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,9,64,mobius,auto,inf,0.0117058354,20,0.527879697945672,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,14,64,centres,auto,inf,0.000487278174,386,2.02016859042916,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,14,64,mobius,auto,inf,0.013357875,12,2.02016859043213,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,21,64,centres,auto,inf,0.00112478387,139,6.36867787027793,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,21,64,mobius,auto,inf,0.0133345833,11,6.3686778702837,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,32,64,centres,auto,inf,0.00323961504,46,36.8764279251325,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,32,64,mobius,auto,inf,0.0104581399,14,36.876427925167,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,48,64,centres,auto,inf,0.00829710088,19,135.424774918156,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,48,64,mobius,auto,inf,0.00737053333,20,135.424774918281,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,6,64,centres,auto,inf,0.000399612981,676,1.59224872278379e-10,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,6,64,mobius,auto,inf,0.0400491667,4,1.59223769621796e-10,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,9,64,centres,auto,inf,0.000724406776,198,0.0132954961456094,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,9,64,mobius,auto,inf,0.0412436979,4,0.0132954961456323,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,14,64,centres,auto,inf,0.00240546562,120,0.223348892358306,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,14,64,mobius,auto,inf,0.0614971944,3,0.223348892361928,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,21,64,centres,auto,inf,0.00991614063,16,1.29758726539774,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,21,64,mobius,auto,inf,0.0330503417,5,1.29758726540525,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,32,64,centres,auto,inf,0.0520092222,3,9.82781642338341,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,32,64,mobius,auto,inf,0.0420003438,4,9.82781642343883,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,48,64,centres,auto,inf,0.253774958,1,31.9277922653182,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,48,64,mobius,auto,inf,0.0632093056,3,31.9277922655167,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,6,64,centres,auto,inf,0.000134910436,1986,22.7150297401597,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,6,64,mobius,auto,inf,0.00538043,50,22.7150297401544,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,9,64,centres,auto,inf,0.000255940573,922,70.5259569831739,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,9,64,mobius,auto,inf,0.0055332392,27,70.5259569831576,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,14,64,centres,auto,inf,0.000291563939,608,154.66540348084,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,14,64,mobius,auto,inf,0.00662304072,44,154.665403480805,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,21,64,centres,auto,inf,0.000339924041,469,421.805124542758,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,21,64,mobius,auto,inf,0.00689641667,22,421.805124542664,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,32,64,centres,auto,inf,0.000414361033,355,938.539997010685,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,32,64,mobius,auto,inf,0.00852889706,34,938.539997010497,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,48,64,centres,auto,inf,0.000499711694,496,2066.79307243852,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,48,64,mobius,auto,inf,0.0103063278,15,2066.79307243805,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,6,64,centres,auto,inf,0.000473387607,466,1.41531920077141,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,6,64,mobius,auto,inf,0.0154458917,10,1.41531920077075,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,9,64,centres,auto,inf,0.000973902594,302,8.11165755565354,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,9,64,mobius,auto,inf,0.0190552656,8,8.11165755565178,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,14,64,centres,auto,inf,0.00110691012,140,58.4018781909903,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,14,64,mobius,auto,inf,0.020319349,8,58.4018781909721,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,21,64,centres,auto,inf,0.00294721949,56,143.261664137496,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,21,64,mobius,auto,inf,0.0218715521,8,143.26166413745,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,32,64,centres,auto,inf,0.00859148652,34,604.129941460637,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,32,64,mobius,auto,inf,0.0274048542,6,604.129941460443,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,48,64,centres,auto,inf,0.0263738958,6,1312.57981268469,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,48,64,mobius,auto,inf,0.033473825,5,1312.57981268424,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,6,64,centres,auto,inf,0.00127478004,190,0.372320772719348,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,6,64,mobius,auto,inf,0.036199875,5,0.372320772719219,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,9,64,centres,auto,inf,0.00223579805,124,0.968004807020814,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,9,64,mobius,auto,inf,0.0426207188,4,0.968004807020561,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,14,64,centres,auto,inf,0.0122291154,13,10.1415914030434,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,14,64,mobius,auto,inf,0.0449306875,4,10.1415914030386,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,21,64,centres,auto,inf,0.0678012083,3,34.911816373193,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,21,64,mobius,auto,inf,0.0541852778,3,34.911816373177,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,32,64,centres,auto,inf,0.378176813,1,294.917601152258,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,32,64,mobius,auto,inf,0.0655107222,3,294.91760115214,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,48,64,centres,auto,inf,8.25593329,1,1385.81540876349,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,48,64,mobius,auto,inf,0.0853748542,2,1385.81540876285,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,72,0,bulger,auto,inf,0.0891199167,2,0.203021546973556,2.776e-17,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,72,0,centres,auto,inf,0.176849417,1,0.203021546973556,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,72,0,mobius,auto,inf,0.00111875469,160,0.203021546973539,1.674e-14,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,110,0,bulger,auto,inf,0.494415792,1,0.208720272961483,2.776e-17,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,110,0,centres,auto,inf,1.00640883,1,0.208720272961483,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,110,0,mobius,auto,inf,0.00144691186,156,0.208720272961459,2.434e-14,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,160,0,bulger,auto,inf,2.8975796,1,0.330040935179321,5.551e-17,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,160,0,centres,auto,inf,14.3829239,1,0.330040935179321,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,160,0,mobius,auto,inf,0.00186843129,114,0.330040935179282,3.941e-14,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,240,0,bulger,auto,inf,30.5411072,1,0.449318608065967,NaN,1
matlab,ip,10,1200,absolute non-periodic,0,0,2,240,0,mobius,auto,inf,0.00261719766,82,0.449318608065944,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,360,0,mobius,auto,inf,0.0036409984,78,0.616276728743853,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,540,0,mobius,auto,inf,0.0201736354,8,0.731205317119322,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,820,0,mobius,auto,inf,0.048465,4,0.826756901918254,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,2,1200,0,mobius,auto,inf,0.172025271,1,0.842213977579755,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,3,72,0,mobius,auto,inf,0.00401442045,66,0.0698278070479701,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,3,110,0,mobius,auto,inf,0.00461843264,60,0.156326794970368,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,3,160,0,mobius,auto,inf,0.00575425962,26,0.161490811110169,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,3,240,0,mobius,auto,inf,0.0078451121,42,0.364589766236893,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,3,360,0,mobius,auto,inf,0.0105088139,15,0.455257949570118,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,3,540,0,mobius,auto,inf,0.0305205833,6,0.602610365210726,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,3,820,0,mobius,auto,inf,0.06376825,3,0.695635619642572,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,3,1200,0,mobius,auto,inf,0.120050604,2,0.785380337140658,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,4,72,0,mobius,auto,inf,0.0145977875,10,0.0161169663329897,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,4,110,0,mobius,auto,inf,0.018562776,8,0.0325007050234139,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,4,160,0,mobius,auto,inf,0.0241407202,7,0.103634734464793,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,4,240,0,mobius,auto,inf,0.0292377014,6,0.188107271092406,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,4,360,0,mobius,auto,inf,0.040314375,4,0.399368456907079,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,4,540,0,mobius,auto,inf,0.0694641528,3,0.464075956816251,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,4,820,0,mobius,auto,inf,0.139328083,2,0.642879401411156,NaN,0
matlab,ip,10,1200,absolute non-periodic,0,0,4,1200,0,mobius,auto,inf,0.288127896,1,0.703726124002956,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,2,72,0,bulger,auto,inf,0.158617271,1,0.522914567424397,0.000e+00,0
matlab,ip,10,1200,absolute periodic,0,1,2,72,0,centres,auto,inf,0.314987146,1,0.522914567424397,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,2,72,0,mobius,auto,inf,0.00134445292,200,0.522914567424397,0.000e+00,0
matlab,ip,10,1200,absolute periodic,0,1,2,110,0,bulger,auto,inf,0.920556458,1,0.633198557808461,0.000e+00,0
matlab,ip,10,1200,absolute periodic,0,1,2,110,0,centres,auto,inf,1.91639371,1,0.633198557808461,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,2,110,0,mobius,auto,inf,0.0015616451,170,0.63319855780846,2.220e-16,0
matlab,ip,10,1200,absolute periodic,0,1,2,160,0,bulger,auto,inf,5.63553492,1,0.752885086850931,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,2,160,0,mobius,auto,inf,0.00214453498,106,0.752885086850931,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,2,240,0,mobius,auto,inf,0.00239514465,106,0.766650297660315,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,2,360,0,mobius,auto,inf,0.00321524411,92,0.880188499055455,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,2,540,0,mobius,auto,inf,0.0038171522,72,0.879239612997573,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,2,820,0,mobius,auto,inf,0.00657442,25,0.923883803669736,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,2,1200,0,mobius,auto,inf,0.0125845929,13,0.940208357212897,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,3,72,0,mobius,auto,inf,0.003915886,72,0.313806648340796,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,3,110,0,mobius,auto,inf,0.0047111543,64,0.418427252132323,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,3,160,0,mobius,auto,inf,0.00597972994,27,0.495407523551219,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,3,240,0,mobius,auto,inf,0.00736515417,40,0.687482748513914,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,3,360,0,mobius,auto,inf,0.0098613848,17,0.689394281495156,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,3,540,0,mobius,auto,inf,0.0135213299,12,0.794131503918108,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,3,820,0,mobius,auto,inf,0.0247235,7,0.925367186810805,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,3,1200,0,mobius,auto,inf,0.0495221875,4,0.894904606139812,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,4,72,0,mobius,auto,inf,0.015047675,10,0.363655309326064,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,4,110,0,mobius,auto,inf,0.0190618194,9,0.393440172487528,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,4,160,0,mobius,auto,inf,0.0247425451,12,0.482935238448869,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,4,240,0,mobius,auto,inf,0.0304964653,6,0.532850323812655,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,4,360,0,mobius,auto,inf,0.0404220833,4,0.709259629505949,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,4,540,0,mobius,auto,inf,0.0556674722,3,0.783767000500045,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,4,820,0,mobius,auto,inf,0.110651813,2,0.853149199347655,NaN,0
matlab,ip,10,1200,absolute periodic,0,1,4,1200,0,mobius,auto,inf,0.235331021,1,0.863266014567524,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,2,72,0,bulger,auto,inf,0.124863354,2,0.960029683506514,0.000e+00,0
matlab,ip,10,1200,relative non-periodic,1,0,2,72,0,centres,auto,inf,0.245215854,1,0.960029683506514,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,2,72,0,mobius,auto,inf,0.0018333522,148,0.960029683506521,6.883e-15,0
matlab,ip,10,1200,relative non-periodic,1,0,2,110,0,bulger,auto,inf,0.666339583,1,0.988552512754806,2.220e-16,0
matlab,ip,10,1200,relative non-periodic,1,0,2,110,0,centres,auto,inf,1.32883731,1,0.988552512754806,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,2,110,0,mobius,auto,inf,0.00213644931,120,0.9885525127548,6.439e-15,0
matlab,ip,10,1200,relative non-periodic,1,0,2,160,0,bulger,auto,inf,4.06866785,1,0.9933754187943,0.000e+00,0
matlab,ip,10,1200,relative non-periodic,1,0,2,160,0,centres,auto,inf,16.8854572,1,0.9933754187943,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,2,160,0,mobius,auto,inf,0.0026712908,96,0.993375418794302,2.776e-15,0
matlab,ip,10,1200,relative non-periodic,1,0,2,240,0,mobius,auto,inf,0.00373390213,43,0.994978169054532,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,2,360,0,mobius,auto,inf,0.00527740046,54,0.99815457640035,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,2,540,0,mobius,auto,inf,0.00752907292,20,0.997949819253603,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,2,820,0,mobius,auto,inf,0.0114672054,14,0.999423309044357,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,2,1200,0,mobius,auto,inf,0.0158797875,10,0.99977328131423,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,3,72,0,mobius,auto,inf,0.0949836042,2,0.762100880641759,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,3,110,0,mobius,auto,inf,0.092529,2,0.903262279289939,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,3,160,0,mobius,auto,inf,0.101314729,2,0.963097911573521,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,3,240,0,mobius,auto,inf,0.101125292,2,0.987069963402084,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,3,360,0,mobius,auto,inf,0.103212917,2,0.986952069740804,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,3,540,0,mobius,auto,inf,0.107558646,2,0.991385346646676,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,3,820,0,mobius,auto,inf,0.115112937,2,0.996653557152616,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,3,1200,0,mobius,auto,inf,0.123689875,2,0.995408532230787,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,4,72,0,mobius,auto,inf,4.8247869,1,0.6055429134685,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,4,110,0,mobius,auto,inf,11.6072024,1,0.867570174891788,NaN,0
matlab,ip,10,1200,relative non-periodic,1,0,4,160,0,mobius,auto,inf,23.577875,1,0.885019290006712,NaN,1
matlab,ip,10,1200,relative periodic,1,1,2,72,0,bulger,auto,inf,0.19426425,1,0.996358761351819,2.220e-16,0
matlab,ip,10,1200,relative periodic,1,1,2,72,0,centres,auto,inf,0.358690542,1,0.996358761351819,NaN,0
matlab,ip,10,1200,relative periodic,1,1,2,72,0,mobius,auto,inf,0.000831808616,177,0.996358761351819,2.220e-16,0
matlab,ip,10,1200,relative periodic,1,1,2,110,0,bulger,auto,inf,0.916169083,1,0.996861636163334,NaN,0
matlab,ip,10,1200,relative periodic,1,1,2,110,0,mobius,auto,inf,0.000904462982,242,0.996861636163333,NaN,0
matlab,ip,10,1200,relative periodic,1,1,2,160,0,mobius,auto,inf,0.00102276402,214,0.998998932758142,NaN,0
matlab,ip,10,1200,relative periodic,1,1,2,240,0,mobius,auto,inf,0.00124372816,124,0.999729761555797,NaN,0
matlab,ip,10,1200,relative periodic,1,1,2,360,0,mobius,auto,inf,0.00144898913,184,0.999823126266475,NaN,0
matlab,ip,10,1200,relative periodic,1,1,2,540,0,mobius,auto,inf,0.00187816968,152,0.999933455664213,NaN,0
matlab,ip,10,1200,relative periodic,1,1,2,820,0,mobius,auto,inf,0.00246756073,118,0.999972315088728,NaN,0
matlab,ip,10,1200,relative periodic,1,1,2,1200,0,mobius,auto,inf,0.00331873201,88,0.999984819721555,NaN,0
matlab,ip,10,1200,relative periodic,1,1,3,72,0,mobius,auto,inf,0.00838774561,19,0.987792740731944,NaN,0
matlab,ip,10,1200,relative periodic,1,1,3,110,0,mobius,auto,inf,0.00840625439,19,0.989498149737781,NaN,0
matlab,ip,10,1200,relative periodic,1,1,3,160,0,mobius,auto,inf,0.00857672685,18,0.997751574358512,NaN,0
matlab,ip,10,1200,relative periodic,1,1,3,240,0,mobius,auto,inf,0.00902010784,17,0.999162333660554,NaN,0
matlab,ip,10,1200,relative periodic,1,1,3,360,0,mobius,auto,inf,0.00932650972,30,0.999630260311118,NaN,0
matlab,ip,10,1200,relative periodic,1,1,3,540,0,mobius,auto,inf,0.0100599764,30,0.999703116405193,NaN,0
matlab,ip,10,1200,relative periodic,1,1,3,820,0,mobius,auto,inf,0.0108072827,14,0.999934572014953,NaN,0
matlab,ip,10,1200,relative periodic,1,1,3,1200,0,mobius,auto,inf,0.0121089423,13,0.999942177846873,NaN,0
matlab,ip,10,1200,relative periodic,1,1,4,72,0,mobius,auto,inf,1.90119296,1,0.959624842984785,NaN,0
matlab,ip,10,1200,relative periodic,1,1,4,110,0,mobius,auto,inf,4.29561606,1,0.976818287515701,NaN,0
matlab,ip,10,1200,relative periodic,1,1,4,160,0,mobius,auto,inf,8.94660712,1,0.994857819606138,NaN,0
matlab,ip,10,1200,relative periodic,1,1,4,240,0,mobius,auto,inf,19.3815949,1,0.998191872732756,NaN,0
matlab,ip,10,1200,relative periodic,1,1,4,360,0,mobius,auto,inf,44.4830906,1,0.999058833899655,NaN,1
matlab,eval,10,1200,absolute non-periodic,0,0,2,72,64,centres,auto,inf,0.000702117465,282,8.45697997821849,NaN,0
