language,task,sigma,period,mode,is_rel,is_per,r,K,n_queries,method,rel_route,truncation,seconds,reps,value,rel_dev,guarded
matlab,eval,10,1200,absolute non-periodic,0,0,2,72,64,mobius,auto,inf,0.000139145298,1636,8.45697997822417,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,110,64,centres,auto,inf,0.00115466409,226,10.6762667419005,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,110,64,mobius,auto,inf,0.000156039882,1564,10.6762667419111,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,160,64,centres,auto,inf,0.00212405903,132,57.6779954655429,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,160,64,mobius,auto,inf,0.00018072928,1466,57.6779954655752,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,240,64,centres,auto,inf,0.00406320655,70,112.282832670924,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,240,64,mobius,auto,inf,0.000217242201,1122,112.282832670993,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,360,64,centres,auto,inf,0.00828933114,19,251.139983569855,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,360,64,mobius,auto,inf,0.000277716667,900,251.139983570029,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,540,64,centres,auto,inf,0.017547412,9,457.519608257309,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,540,64,mobius,auto,inf,0.000547291875,400,457.519608257648,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,820,64,centres,auto,inf,0.0387395729,4,1019.20965187753,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,820,64,mobius,auto,inf,0.000594590026,386,1019.20965187829,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,1200,64,centres,auto,inf,0.0829091042,2,2213.00297683279,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,2,1200,64,mobius,auto,inf,0.000727179348,207,2213.00297683463,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,72,64,centres,auto,inf,0.0195754427,8,2.54428615717068,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,72,64,mobius,auto,inf,0.000244105355,1052,2.54428615718695,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,110,64,centres,auto,inf,0.0709340278,3,4.17590391230023,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,110,64,mobius,auto,inf,0.000271386931,894,4.1759039123269,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,160,64,centres,auto,inf,0.2021575,1,39.6515312736443,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,160,64,mobius,auto,inf,0.000345819159,826,39.6515312738191,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,240,64,centres,auto,inf,0.703403937,1,48.5764664175627,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,240,64,mobius,auto,inf,0.00039465625,592,48.5764664178713,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,360,64,centres,auto,inf,2.71349558,1,657.003706462103,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,360,64,mobius,auto,inf,0.000531134058,506,657.003706464722,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,540,64,centres,auto,inf,8.98737646,1,1385.45204875711,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,540,64,mobius,auto,inf,0.001109342,250,1385.45204876472,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,820,64,centres,auto,inf,79.7678782,1,4247.59597079796,NaN,1
matlab,eval,10,1200,absolute non-periodic,0,0,3,820,64,mobius,auto,inf,0.00116497338,216,4247.59597082561,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,3,1200,64,mobius,auto,inf,0.00140362296,204,14742.5476572492,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,72,64,centres,auto,inf,1.36943417,1,0.205460778718222,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,72,64,mobius,auto,inf,0.000436202972,544,0.205460778719964,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,110,64,centres,auto,inf,10.4269938,1,3.04796011706207,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,110,64,mobius,auto,inf,0.000536045502,478,3.04796011719563,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,160,64,centres,auto,inf,167.668136,1,18.427629273911,NaN,1
matlab,eval,10,1200,absolute non-periodic,0,0,4,160,64,mobius,auto,inf,0.000693413559,362,18.4276292745075,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,240,64,mobius,auto,inf,0.000835405327,316,85.8974659052141,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,360,64,mobius,auto,inf,0.00113649295,254,696.672024112452,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,540,64,mobius,auto,inf,0.00211493905,134,3032.10290120877,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,820,64,mobius,auto,inf,0.00249904781,122,12102.5951432513,NaN,0
matlab,eval,10,1200,absolute non-periodic,0,0,4,1200,64,mobius,auto,inf,0.00272520043,58,56905.5073467885,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,72,64,centres,auto,inf,0.00115695801,129,76.9721809217838,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,72,64,mobius,auto,inf,0.000358146806,728,76.9721809217704,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,110,64,centres,auto,inf,0.00233645508,64,190.754936427068,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,110,64,mobius,auto,inf,0.00049182463,450,190.754936427036,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,160,64,centres,auto,inf,0.00450118056,33,365.996248189699,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,160,64,mobius,auto,inf,0.000644024162,338,365.99624818962,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,240,64,centres,auto,inf,0.00867585784,34,848.487287377782,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,240,64,mobius,auto,inf,0.000831949257,202,848.487287377589,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,360,64,centres,auto,inf,0.0174803241,9,1969.39083074748,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,360,64,mobius,auto,inf,0.00100765967,262,1969.39083074704,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,540,64,centres,auto,inf,0.0379416917,5,4136.23942623834,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,540,64,mobius,auto,inf,0.00117216038,232,4136.23942623755,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,820,64,centres,auto,inf,0.0840779583,2,9113.90706417243,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,820,64,mobius,auto,inf,0.00144651186,144,9113.90706417051,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,1200,64,centres,auto,inf,0.175524375,1,19640.0912622863,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,2,1200,64,mobius,auto,inf,0.00165525564,170,19640.0912622823,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,72,64,centres,auto,inf,0.0592074861,3,83.2568629884808,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,72,64,mobius,auto,inf,0.00089686048,330,83.2568629884639,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,110,64,centres,auto,inf,0.208467979,1,183.71651299795,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,110,64,mobius,auto,inf,0.00116111323,131,183.716512997869,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,160,64,centres,auto,inf,1.2308659,1,779.259430128728,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,160,64,mobius,auto,inf,0.00148995461,190,779.259430128487,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,240,64,centres,auto,inf,4.01732183,1,2810.79804951881,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,240,64,mobius,auto,inf,0.00192876578,132,2810.79804951797,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,360,64,centres,auto,inf,14.1721421,1,9816.65992629645,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,360,64,mobius,auto,inf,0.00198662025,114,9816.65992629348,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,540,64,centres,auto,inf,42.3220253,1,31304.3000072836,NaN,1
matlab,eval,10,1200,absolute periodic,0,1,3,540,64,mobius,auto,inf,0.00260835799,98,31304.300007274,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,820,64,mobius,auto,inf,0.00320463225,46,101196.180058443,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,3,1200,64,mobius,auto,inf,0.00372960529,74,341965.280028467,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,72,64,centres,auto,inf,9.88780292,1,71.0455894263904,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,72,64,mobius,auto,inf,0.00184559783,138,71.0455894263608,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,110,64,centres,auto,inf,63.159696,1,553.632002691089,NaN,1
matlab,eval,10,1200,absolute periodic,0,1,4,110,64,mobius,auto,inf,0.00252474718,118,553.632002690832,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,160,64,mobius,auto,inf,0.00315733667,50,1780.73694704621,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,240,64,mobius,auto,inf,0.00398280482,38,8719.3847137628,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,360,64,mobius,auto,inf,0.00488948994,58,47355.2695200348,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,540,64,mobius,auto,inf,0.00467311042,60,286598.983079974,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,820,64,mobius,auto,inf,0.00567870833,50,1277471.62423541,NaN,0
matlab,eval,10,1200,absolute periodic,0,1,4,1200,64,mobius,auto,inf,0.00696832044,42,5940319.50845717,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,72,64,centres,auto,inf,0.000987667668,208,1297.15240664799,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,72,64,mobius,auto,inf,0.00113536283,137,1297.15240664813,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,110,64,centres,auto,inf,0.00228390625,112,3367.50056921224,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,110,64,mobius,auto,inf,0.00135989101,216,3367.50056921258,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,160,64,centres,auto,inf,0.00413294444,36,7127.13176983362,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,160,64,mobius,auto,inf,0.0017394465,88,7127.13176983436,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,240,64,centres,auto,inf,0.00824955482,19,14655.0107609843,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,240,64,mobius,auto,inf,0.00227006026,65,14655.0107609858,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,360,64,centres,auto,inf,0.0172044167,9,33176.6226044751,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,360,64,mobius,auto,inf,0.00317487551,82,33176.6226044786,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,540,64,centres,auto,inf,0.0366073333,5,74741.5202299008,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,540,64,mobius,auto,inf,0.00446735952,35,74741.5202299086,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,820,64,centres,auto,inf,0.0800818958,2,178358.667104225,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,820,64,mobius,auto,inf,0.006377325,25,178358.667104243,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,1200,64,centres,auto,inf,0.183820354,1,380107.399437975,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,2,1200,64,mobius,auto,inf,0.00976981101,28,380107.399438014,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,72,64,centres,auto,inf,0.0250962847,6,362.402983106588,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,72,64,mobius,auto,inf,0.0152554676,18,362.402983106961,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,110,64,centres,auto,inf,0.093435375,2,1507.72328443168,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,110,64,mobius,auto,inf,0.0119795451,24,1507.72328443316,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,160,64,centres,auto,inf,0.292023896,1,5886.23287945299,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,160,64,mobius,auto,inf,0.0127722535,12,5886.23287945887,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,240,64,centres,auto,inf,1.01079317,1,20791.8058641553,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,240,64,mobius,auto,inf,0.0185880599,16,20791.8058641762,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,360,64,centres,auto,inf,3.32819563,1,67300.9415125771,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,360,64,mobius,auto,inf,0.0141200076,11,67300.9415126442,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,540,64,centres,auto,inf,11.7105628,1,244949.253335061,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,540,64,mobius,auto,inf,0.0211792448,8,244949.253335304,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,820,64,centres,auto,inf,90.5173557,1,735129.405307688,NaN,1
matlab,eval,10,1200,relative non-periodic,1,0,3,820,64,mobius,auto,inf,0.0214689722,12,735129.405308747,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,3,1200,64,mobius,auto,inf,0.0298377833,5,2551318.78862125,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,72,64,centres,auto,inf,1.52326942,1,249.330214803137,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,72,64,mobius,auto,inf,0.0628852639,3,249.330214804514,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,110,64,centres,auto,inf,11.2575764,1,1251.7043092064,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,110,64,mobius,auto,inf,0.0440605938,4,1251.70430921422,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,160,64,centres,auto,inf,142.735749,1,4612.85920792533,NaN,1
matlab,eval,10,1200,relative non-periodic,1,0,4,160,64,mobius,auto,inf,0.0457147083,6,4612.85920795312,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,240,64,mobius,auto,inf,0.0629294167,3,28195.0746276903,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,360,64,mobius,auto,inf,0.0804802396,4,117694.0663917,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,540,64,mobius,auto,inf,0.0540359167,3,607639.040676803,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,820,64,mobius,auto,inf,0.0771788056,3,3467267.35303233,NaN,0
matlab,eval,10,1200,relative non-periodic,1,0,4,1200,64,mobius,auto,inf,0.087458375,2,15821310.6049344,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,72,64,centres,auto,inf,0.00079919695,194,5220.54214588262,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,72,64,mobius,auto,inf,0.0150815542,10,5220.54214588151,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,110,64,centres,auto,inf,0.00144858939,110,10105.0379269633,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,110,64,mobius,auto,inf,0.0184470417,8,10105.0379269612,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,160,64,centres,auto,inf,0.00265099017,106,23390.1692757897,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,160,64,mobius,auto,inf,0.0230248155,7,23390.1692757848,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,240,64,centres,auto,inf,0.00553100595,28,52394.9436393213,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,240,64,mobius,auto,inf,0.0328440583,5,52394.94363931,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,360,64,centres,auto,inf,0.0107517667,15,118977.713697333,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,360,64,mobius,auto,inf,0.0484730625,4,118977.713697308,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,540,64,centres,auto,inf,0.0221477619,7,263093.782209971,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,540,64,mobius,auto,inf,0.06321925,3,263093.782209916,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,820,64,centres,auto,inf,0.0494568542,4,613205.828467266,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,820,64,mobius,auto,inf,0.09429275,2,613205.828467138,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,1200,64,centres,auto,inf,0.100807896,2,1296485.11397078,NaN,0
matlab,eval,10,1200,relative periodic,1,1,2,1200,64,mobius,auto,inf,0.130412021,2,1296485.11397051,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,72,64,centres,auto,inf,0.089241,2,5811.18197198349,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,72,64,mobius,auto,inf,0.0489223194,3,5811.18197198162,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,110,64,centres,auto,inf,0.307906313,1,19224.3030941543,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,110,64,mobius,auto,inf,0.064211625,3,19224.3030941482,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,160,64,centres,auto,inf,0.983984042,1,63836.9647646921,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,160,64,mobius,auto,inf,0.0814514375,2,63836.9647646722,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,240,64,centres,auto,inf,3.55422613,1,239183.290460292,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,240,64,mobius,auto,inf,0.115563271,2,239183.290460217,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,360,64,centres,auto,inf,16.14194,1,762373.02688389,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,360,64,mobius,auto,inf,0.155140771,1,762373.026883672,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,540,64,centres,auto,inf,39.8968195,1,2604305.28680404,NaN,1
matlab,eval,10,1200,relative periodic,1,1,3,540,64,mobius,auto,inf,0.223497,1,2604305.28680335,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,820,64,mobius,auto,inf,0.330605042,1,9156679.84418994,NaN,0
matlab,eval,10,1200,relative periodic,1,1,3,1200,64,mobius,auto,inf,0.461139146,1,28681925.6149391,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,72,64,centres,auto,inf,20.0409701,1,8517.62788869911,NaN,1
matlab,eval,10,1200,relative periodic,1,1,4,72,64,mobius,auto,inf,0.110267042,2,8517.62788869529,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,110,64,mobius,auto,inf,0.153219646,1,35096.9698254552,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,160,64,mobius,auto,inf,0.199195187,1,180219.602880562,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,240,64,mobius,auto,inf,0.276849604,1,968325.574649184,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,360,64,mobius,auto,inf,0.390998063,1,4344661.58143085,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,540,64,mobius,auto,inf,0.594162125,1,25239826.5709689,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,820,64,mobius,auto,inf,0.826189875,1,128782119.611671,NaN,0
matlab,eval,10,1200,relative periodic,1,1,4,1200,64,mobius,auto,inf,1.17971027,1,604916836.763741,NaN,0
