# calibrate_rel_ip_cost
# python 3.12.2, numpy 2.4.4
# truncation_sigmas 6.0, period 1200.0
# budget 5.0, repeat_below 0.25, seeds [1]
# times in milliseconds. inf means the arm exceeded the budget: its time is
# unknown but at least the budget, which still settles the comparison. nan
# means the arm is inadmissible in that mode, or raised.
# declined_* says why an arm was not measured: memory (working set does not
# fit, by exact arithmetic), rate (over budget, predicted from cells already
# timed), prior (over budget, from the built-in rate before any measurement
# existed), budget (it ran, and exceeded).
r,K_x,K_y,N,shape,weights,isPer,sigma,seed,nu,M_x,M_y,t_bulger,t_centres,t_grid,pred_bulger,pred_mobius,max_abs_diff,gate_route,faster,declined_bulger,declined_centres,declined_grid
3,12,12,1,equal,flat,0,3,1,2107,1320,1320,4.6069,47.2150,37.9585,40.6560,50.5112,6.528e-10,grid,bulger,,,
3,12,12,1,equal,flat,1,3,1,3332,1320,1320,10.3001,81.3355,58.6216,46.4640,76.9712,9.673e-10,grid,bulger,,,
3,12,12,1,equal,flat,0,25,1,311,1320,1320,16.5582,47.7233,4.5440,40.6560,11.7176,1.199e-14,grid,mobius,,,
3,12,12,1,equal,flat,1,25,1,400,1320,1320,13.0893,89.6534,2.2713,46.4640,13.6400,7.216e-15,grid,mobius,,,
3,12,12,4,equal,flat,0,3,1,2303,1320,1320,21.6497,787.4507,421.2476,650.4960,800.9168,7.744e-15,grid,bulger,,,
3,12,12,4,equal,flat,1,3,1,3332,1320,1320,177.6276,1394.3547,82.0494,743.4240,1156.5392,8.327e-16,grid,mobius,,,
3,12,12,4,equal,flat,0,25,1,332,1320,1320,216.1030,817.6897,9.9422,650.4960,119.7392,6.661e-16,grid,mobius,,,
3,12,12,4,equal,flat,1,25,1,400,1320,1320,209.4592,1322.7355,3.2398,743.4240,143.2400,2.220e-16,grid,mobius,,,
3,12,12,16,equal,flat,0,3,1,2413,1320,1320,139.2818,inf,1312.2286,10407.9360,13347.9248,3.031e-14,grid,bulger,,rate,
3,12,12,16,equal,flat,1,3,1,3332,1320,1320,3091.7716,inf,410.7353,11894.7840,18429.6272,1.632e-14,grid,mobius,,rate,
3,12,12,16,equal,flat,0,25,1,334,1320,1320,4351.2064,inf,29.9991,10407.9360,1851.8864,5.551e-16,grid,mobius,,rate,
3,12,12,16,equal,flat,1,25,1,400,1320,1320,3866.6987,inf,8.6478,11894.7840,2216.8400,2.220e-16,grid,mobius,,rate,
3,12,12,1,equal,decay,0,3,1,2113,1320,1320,4.2500,50.5836,43.7677,40.6560,50.6408,8.114e-11,grid,bulger,,,
3,12,12,1,equal,decay,1,3,1,3332,1320,1320,14.1099,91.1030,69.3028,46.4640,76.9712,1.229e-10,grid,bulger,,,
3,12,12,1,equal,decay,0,25,1,285,1320,1320,17.3988,54.4350,4.4853,40.6560,11.1560,5.884e-15,grid,mobius,,,
3,12,12,1,equal,decay,1,25,1,400,1320,1320,13.7650,98.8315,1.4549,46.4640,13.6400,8.105e-15,grid,mobius,,,
3,12,12,4,equal,decay,0,3,1,2351,1320,1320,20.7944,790.0443,445.4508,650.4960,817.5056,1.610e-15,grid,bulger,,,
3,12,12,4,equal,decay,1,3,1,3332,1320,1320,167.7673,1446.0893,85.0154,743.4240,1156.5392,3.053e-16,grid,mobius,,,
3,12,12,4,equal,decay,0,25,1,325,1320,1320,271.1460,767.3824,10.1525,650.4960,117.3200,1.110e-16,grid,mobius,,,
3,12,12,4,equal,decay,1,25,1,400,1320,1320,204.3430,1414.1062,3.7226,743.4240,143.2400,7.772e-16,grid,mobius,,,
3,12,12,16,equal,decay,0,3,1,2397,1320,1320,143.0240,inf,1347.1985,10407.9360,13259.4512,7.699e-14,grid,bulger,,rate,
3,12,12,16,equal,decay,1,3,1,3332,1320,1320,2919.1111,inf,216.1612,11894.7840,18429.6272,1.804e-14,grid,mobius,,rate,
3,12,12,16,equal,decay,0,25,1,331,1320,1320,4858.8600,inf,28.9625,10407.9360,1835.2976,1.110e-16,grid,mobius,,rate,
3,12,12,16,equal,decay,1,25,1,400,1320,1320,3974.9989,inf,8.1104,11894.7840,2216.8400,0.000e+00,grid,mobius,,rate,
3,12,12,1,equal,bimodal,0,3,1,2114,1320,1320,4.6554,56.6360,48.2297,40.6560,50.6624,2.255e-11,grid,bulger,,,
3,12,12,1,equal,bimodal,1,3,1,3332,1320,1320,13.7796,97.5655,72.5427,46.4640,76.9712,1.109e-10,grid,bulger,,,
3,12,12,1,equal,bimodal,0,25,1,270,1320,1320,23.6137,48.4765,3.9997,40.6560,10.8320,7.466e-15,grid,mobius,,,
3,12,12,1,equal,bimodal,1,25,1,400,1320,1320,13.7761,86.7895,2.0438,46.4640,13.6400,1.565e-14,grid,mobius,,,
3,12,12,4,equal,bimodal,0,3,1,2389,1320,1320,19.3328,768.6340,446.4270,650.4960,830.6384,6.134e-15,grid,bulger,,,
3,12,12,4,equal,bimodal,1,3,1,3332,1320,1320,195.3113,1522.7962,126.6675,743.4240,1156.5392,3.469e-16,grid,mobius,,,
3,12,12,4,equal,bimodal,0,25,1,330,1320,1320,264.4815,813.3268,11.0055,650.4960,119.0480,1.332e-15,grid,mobius,,,
3,12,12,4,equal,bimodal,1,25,1,400,1320,1320,217.3288,1363.7937,3.6419,743.4240,143.2400,8.882e-16,grid,mobius,,,
3,12,12,16,equal,bimodal,0,3,1,2422,1320,1320,147.1921,inf,1335.0653,10407.9360,13397.6912,3.242e-14,grid,bulger,,rate,
3,12,12,16,equal,bimodal,1,3,1,3332,1320,1320,3112.4525,inf,277.4580,11894.7840,18429.6272,1.549e-14,grid,mobius,,rate,
3,12,12,16,equal,bimodal,0,25,1,332,1320,1320,inf,inf,32.5891,10407.9360,1840.8272,7.772e-16,grid,mobius,budget,rate,
3,12,12,16,equal,bimodal,1,25,1,400,1320,1320,4236.8378,inf,7.9603,11894.7840,2216.8400,2.220e-16,grid,mobius,,rate,
3,5,12,1,asym,flat,0,3,1,1696,60,1320,2.5975,20.6110,24.3183,14.1960,11.3600,3.390e-11,grid,bulger,,,
3,5,12,1,asym,flat,1,3,1,3332,60,1320,4.3231,31.4187,42.4229,16.2240,17.4950,7.755e-11,grid,bulger,,,
3,5,12,1,asym,flat,0,25,1,281,60,1320,6.4765,18.9586,3.2022,14.1960,6.0537,1.340e-09,grid,mobius,,,
3,5,12,1,asym,flat,1,25,1,400,60,1320,5.8655,36.9637,2.2194,16.2240,6.5000,9.427e-13,grid,mobius,,,
3,5,12,4,asym,flat,0,3,1,2340,60,1320,9.0711,309.7714,241.4997,227.1360,145.4000,3.999e-10,grid,bulger,,,
3,5,12,4,asym,flat,1,3,1,3332,60,1320,59.2105,539.3604,276.7286,259.5840,204.9200,6.338e-10,grid,bulger,,,
3,5,12,4,asym,flat,0,25,1,318,60,1320,103.1538,292.2945,9.1484,227.1360,24.0800,5.101e-14,grid,mobius,,,
3,5,12,4,asym,flat,1,25,1,400,60,1320,83.5399,509.5101,1.9344,259.5840,29.0000,3.376e-13,grid,mobius,,,
3,5,12,16,asym,flat,0,3,1,2401,60,1320,60.4399,inf,1449.9909,3634.1760,2309.9600,2.212e-14,grid,bulger,,rate,
3,5,12,16,asym,flat,1,3,1,3332,60,1320,1188.7673,inf,383.6604,4153.3440,3203.7200,1.216e-14,grid,mobius,,rate,
3,5,12,16,asym,flat,0,25,1,329,60,1320,1402.4520,inf,26.6359,3634.1760,320.8400,2.387e-14,grid,mobius,,rate,
3,5,12,16,asym,flat,1,25,1,400,60,1320,1400.9154,inf,8.2727,4153.3440,389.0000,3.697e-14,grid,mobius,,rate,
3,5,12,1,asym,decay,0,3,1,1939,60,1320,2.1104,19.1051,27.9771,14.1960,12.2713,7.025e-12,grid,bulger,,,
3,5,12,1,asym,decay,1,3,1,3332,60,1320,4.1601,30.1335,39.7759,16.2240,17.4950,1.973e-11,grid,bulger,,,
3,5,12,1,asym,decay,0,25,1,288,60,1320,5.2603,17.4504,4.2877,14.1960,6.0800,1.006e-09,grid,mobius,,,
3,5,12,1,asym,decay,1,25,1,400,60,1320,4.5680,30.8790,2.0933,16.2240,6.5000,1.493e-13,grid,mobius,,,
3,5,12,4,asym,decay,0,3,1,2377,60,1320,8.1388,285.4856,243.5486,227.1360,147.6200,3.329e-11,grid,bulger,,,
3,5,12,4,asym,decay,1,3,1,3332,60,1320,59.7422,472.6036,204.2810,259.5840,204.9200,6.018e-11,grid,bulger,,,
3,5,12,4,asym,decay,0,25,1,322,60,1320,80.7826,327.1045,10.6200,227.1360,24.3200,6.661e-16,grid,mobius,,,
3,5,12,4,asym,decay,1,25,1,400,60,1320,84.9852,556.1403,3.4922,259.5840,29.0000,3.075e-14,grid,mobius,,,
3,5,12,16,asym,decay,0,3,1,2404,60,1320,49.1261,inf,1399.9196,3634.1760,2312.8400,2.329e-14,grid,bulger,,rate,
3,5,12,16,asym,decay,1,3,1,3332,60,1320,1062.7401,inf,287.6290,4153.3440,3203.7200,4.816e-15,grid,mobius,,rate,
3,5,12,16,asym,decay,0,25,1,330,60,1320,1644.2261,inf,25.1378,3634.1760,321.8000,1.188e-14,grid,mobius,,rate,
3,5,12,16,asym,decay,1,25,1,400,60,1320,1265.4508,inf,7.9874,4153.3440,389.0000,2.265e-14,grid,mobius,,rate,
3,5,12,1,asym,bimodal,0,3,1,1474,60,1320,2.0683,18.1063,20.6657,14.1960,10.5275,3.464e-14,grid,bulger,,,
3,5,12,1,asym,bimodal,1,3,1,3332,60,1320,3.7491,29.0805,40.0570,16.2240,17.4950,2.344e-11,grid,bulger,,,
3,5,12,1,asym,bimodal,0,25,1,277,60,1320,6.0642,18.5734,3.9138,14.1960,6.0388,4.175e-10,grid,mobius,,,
3,5,12,1,asym,bimodal,1,25,1,400,60,1320,4.6353,30.3103,2.0907,16.2240,6.5000,1.286e-13,grid,mobius,,,
3,5,12,4,asym,bimodal,0,3,1,2193,60,1320,8.1752,277.6971,223.8890,227.1360,136.5800,2.607e-11,grid,bulger,,,
3,5,12,4,asym,bimodal,1,3,1,3332,60,1320,59.3214,486.1507,210.1752,259.5840,204.9200,1.106e-10,grid,bulger,,,
3,5,12,4,asym,bimodal,0,25,1,326,60,1320,70.1273,270.8214,8.2976,227.1360,24.5600,1.443e-15,grid,mobius,,,
3,5,12,4,asym,bimodal,1,25,1,400,60,1320,74.2956,469.3149,1.9315,259.5840,29.0000,3.347e-14,grid,mobius,,,
3,5,12,16,asym,bimodal,0,3,1,2410,60,1320,51.9859,inf,1337.0233,3634.1760,2318.6000,6.453e-15,grid,bulger,,rate,
3,5,12,16,asym,bimodal,1,3,1,3332,60,1320,1021.2831,inf,218.1644,4153.3440,3203.7200,7.383e-15,grid,mobius,,rate,
3,5,12,16,asym,bimodal,0,25,1,332,60,1320,1703.8343,inf,26.4091,3634.1760,323.7200,6.661e-15,grid,mobius,,rate,
3,5,12,16,asym,bimodal,1,25,1,400,60,1320,1398.6150,inf,8.5237,4153.3440,389.0000,2.176e-14,grid,mobius,,rate,
3,24,24,1,equal,flat,0,3,1,2171,12144,12144,69.1370,3772.4717,114.6725,3441.1238,192.5744,1.085e-09,grid,bulger,,,
3,24,24,1,equal,flat,1,3,1,3332,12144,12144,975.4215,inf,57.9212,3932.7130,292.8848,8.604e-15,grid,mobius,,budget,
3,24,24,1,equal,flat,0,25,1,317,12144,12144,1261.5683,4321.4249,5.0903,3441.1238,32.3888,8.882e-16,grid,mobius,,,
3,24,24,1,equal,flat,1,25,1,400,12144,12144,1258.7494,inf,1.1163,3932.7130,39.5600,9.992e-16,grid,mobius,,budget,
3,24,24,4,equal,flat,0,3,1,2327,12144,12144,inf,inf,430.3590,55057.9814,3221.8448,nan,grid,mobius,memory,rate,
3,24,24,4,equal,flat,1,3,1,3332,12144,12144,inf,inf,87.6263,62923.4074,4611.1568,nan,grid,mobius,memory,rate,
3,24,24,4,equal,flat,0,25,1,330,12144,12144,inf,inf,10.2206,55057.9814,461.1920,nan,grid,mobius,memory,rate,
3,24,24,4,equal,flat,1,25,1,400,12144,12144,inf,inf,2.5373,62923.4074,557.9600,nan,grid,mobius,memory,rate,
3,24,24,16,equal,flat,0,3,1,2429,12144,12144,inf,inf,1393.0043,880927.7030,53730.5936,nan,grid,mobius,memory,rate,
3,24,24,16,equal,flat,1,3,1,3332,12144,12144,inf,inf,inf,1006774.5178,73703.5088,nan,grid,unknown,memory,rate,rate
3,24,24,16,equal,flat,0,25,1,336,12144,12144,inf,inf,35.0440,880927.7030,7436.7824,nan,grid,mobius,memory,rate,
3,24,24,16,equal,flat,1,25,1,400,12144,12144,inf,inf,11.2952,1006774.5178,8852.3600,nan,grid,mobius,memory,rate,
3,24,24,1,equal,decay,0,3,1,2278,12144,12144,64.4306,3786.6456,120.2265,3441.1238,201.8192,3.250e-10,grid,bulger,,,
3,24,24,1,equal,decay,1,3,1,3332,12144,12144,990.8785,inf,46.0472,3932.7130,292.8848,1.318e-15,grid,mobius,,budget,
3,24,24,1,equal,decay,0,25,1,329,12144,12144,1455.3084,4003.1765,6.4860,3441.1238,33.4256,9.992e-16,grid,mobius,,,
3,24,24,1,equal,decay,1,25,1,400,12144,12144,1135.7044,inf,2.4943,3932.7130,39.5600,4.441e-16,grid,mobius,,budget,
3,24,24,4,equal,decay,0,3,1,2390,12144,12144,inf,inf,452.5635,55057.9814,3308.9360,nan,grid,mobius,memory,rate,
3,24,24,4,equal,decay,1,3,1,3332,12144,12144,inf,inf,85.7474,62923.4074,4611.1568,nan,grid,mobius,memory,rate,
3,24,24,4,equal,decay,0,25,1,328,12144,12144,inf,inf,12.8354,55057.9814,458.4272,nan,grid,mobius,memory,rate,
3,24,24,4,equal,decay,1,25,1,400,12144,12144,inf,inf,3.8730,62923.4074,557.9600,nan,grid,mobius,memory,rate,
3,24,24,16,equal,decay,0,3,1,2435,12144,12144,inf,inf,1420.2757,880927.7030,53863.3040,nan,grid,mobius,memory,rate,
3,24,24,16,equal,decay,1,3,1,3332,12144,12144,inf,inf,inf,1006774.5178,73703.5088,nan,grid,unknown,memory,rate,rate
3,24,24,16,equal,decay,0,25,1,333,12144,12144,inf,inf,27.6072,880927.7030,7370.4272,nan,grid,mobius,memory,rate,
3,24,24,16,equal,decay,1,25,1,400,12144,12144,inf,inf,8.4317,1006774.5178,8852.3600,nan,grid,mobius,memory,rate,
3,24,24,1,equal,bimodal,0,3,1,2287,12144,12144,68.0318,3795.6900,121.6769,3441.1238,202.5968,1.178e-09,grid,bulger,,,
3,24,24,1,equal,bimodal,1,3,1,3332,12144,12144,983.0157,inf,54.8026,3932.7130,292.8848,4.191e-15,grid,mobius,,budget,
3,24,24,1,equal,bimodal,0,25,1,316,12144,12144,1539.7311,4279.5725,3.2937,3441.1238,32.3024,2.109e-15,grid,mobius,,,
3,24,24,1,equal,bimodal,1,25,1,400,12144,12144,1129.5525,inf,2.3917,3932.7130,39.5600,5.551e-16,grid,mobius,,budget,
3,24,24,4,equal,bimodal,0,3,1,2389,12144,12144,inf,inf,426.4979,55057.9814,3307.5536,nan,grid,mobius,memory,rate,
3,24,24,4,equal,bimodal,1,3,1,3332,12144,12144,inf,inf,84.1363,62923.4074,4611.1568,nan,grid,mobius,memory,rate,
3,24,24,4,equal,bimodal,0,25,1,333,12144,12144,inf,inf,11.8285,55057.9814,465.3392,nan,grid,mobius,memory,rate,
3,24,24,4,equal,bimodal,1,25,1,400,12144,12144,inf,inf,3.9180,62923.4074,557.9600,nan,grid,mobius,memory,rate,
3,24,24,16,equal,bimodal,0,3,1,2429,12144,12144,inf,inf,1355.9175,880927.7030,53730.5936,nan,grid,mobius,memory,rate,
3,24,24,16,equal,bimodal,1,3,1,3332,12144,12144,inf,inf,inf,1006774.5178,73703.5088,nan,grid,unknown,memory,rate,rate
3,24,24,16,equal,bimodal,0,25,1,336,12144,12144,inf,inf,34.5993,880927.7030,7436.7824,nan,grid,mobius,memory,rate,
3,24,24,16,equal,bimodal,1,25,1,400,12144,12144,inf,inf,11.1062,1006774.5178,8852.3600,nan,grid,mobius,memory,rate,
3,5,24,1,asym,flat,0,3,1,2039,60,12144,24.7988,1278.2098,61.8082,1152.7365,12.6463,2.134e-10,grid,bulger,,,
3,5,24,1,asym,flat,1,3,1,3332,60,12144,358.9267,2298.1610,41.7215,1317.4131,17.4950,4.267e-10,grid,mobius,,,
3,5,24,1,asym,flat,0,25,1,231,60,12144,519.1291,1475.2184,3.0838,1152.7365,5.8662,8.475e-13,grid,mobius,,,
3,5,24,1,asym,flat,1,25,1,400,60,12144,397.4522,2417.9499,2.3837,1317.4131,6.5000,7.456e-13,grid,mobius,,,
3,5,24,4,asym,flat,0,3,1,2336,60,12144,inf,inf,321.2989,18443.7837,145.1600,nan,grid,mobius,rate,rate,
3,5,24,4,asym,flat,1,3,1,3332,60,12144,inf,inf,302.2481,21078.6099,204.9200,nan,grid,mobius,rate,rate,
3,5,24,4,asym,flat,0,25,1,330,60,12144,inf,inf,10.0007,18443.7837,24.8000,nan,grid,mobius,rate,rate,
3,5,24,4,asym,flat,1,25,1,400,60,12144,inf,inf,3.4194,21078.6099,29.0000,nan,grid,mobius,rate,rate,
3,5,24,16,asym,flat,0,3,1,2396,60,12144,inf,inf,1355.2405,295100.5389,2305.1600,nan,grid,mobius,rate,rate,
3,5,24,16,asym,flat,1,3,1,3332,60,12144,inf,inf,inf,337257.7587,3203.7200,nan,grid,unknown,rate,rate,rate
3,5,24,16,asym,flat,0,25,1,334,60,12144,inf,inf,28.2364,295100.5389,325.6400,nan,grid,mobius,rate,rate,
3,5,24,16,asym,flat,1,25,1,400,60,12144,inf,inf,9.4258,337257.7587,389.0000,nan,grid,mobius,rate,rate,
3,5,24,1,asym,decay,0,3,1,2070,60,12144,23.1880,1291.8864,59.2185,1152.7365,12.7625,5.586e-11,grid,bulger,,,
3,5,24,1,asym,decay,1,3,1,3332,60,12144,367.3355,2429.2574,43.2326,1317.4131,17.4950,5.569e-11,grid,mobius,,,
3,5,24,1,asym,decay,0,25,1,279,60,12144,328.2904,1388.9968,5.0312,1152.7365,6.0463,6.810e-10,grid,mobius,,,
3,5,24,1,asym,decay,1,25,1,400,60,12144,379.5605,2371.8824,2.3877,1317.4131,6.5000,1.049e-14,grid,mobius,,,
3,5,24,4,asym,decay,0,3,1,2318,60,12144,inf,inf,265.8290,18443.7837,144.0800,nan,grid,mobius,rate,rate,
3,5,24,4,asym,decay,1,3,1,3332,60,12144,inf,inf,287.9436,21078.6099,204.9200,nan,grid,mobius,rate,rate,
3,5,24,4,asym,decay,0,25,1,323,60,12144,inf,inf,8.8362,18443.7837,24.3800,nan,grid,mobius,rate,rate,
3,5,24,4,asym,decay,1,25,1,400,60,12144,inf,inf,2.1513,21078.6099,29.0000,nan,grid,mobius,rate,rate,
3,5,24,16,asym,decay,0,3,1,2401,60,12144,inf,inf,1361.4086,295100.5389,2309.9600,nan,grid,mobius,rate,rate,
3,5,24,16,asym,decay,1,3,1,3332,60,12144,inf,inf,inf,337257.7587,3203.7200,nan,grid,unknown,rate,rate,rate
3,5,24,16,asym,decay,0,25,1,333,60,12144,inf,inf,27.1331,295100.5389,324.6800,nan,grid,mobius,rate,rate,
3,5,24,16,asym,decay,1,25,1,400,60,12144,inf,inf,9.7219,337257.7587,389.0000,nan,grid,mobius,rate,rate,
3,5,24,1,asym,bimodal,0,3,1,2074,60,12144,21.3520,1313.6665,60.5610,1152.7365,12.7775,1.034e-11,grid,bulger,,,
3,5,24,1,asym,bimodal,1,3,1,3332,60,12144,339.5285,2329.1487,40.4900,1317.4131,17.4950,1.327e-11,grid,mobius,,,
3,5,24,1,asym,bimodal,0,25,1,254,60,12144,578.6558,1344.7094,5.1801,1152.7365,5.9525,6.287e-10,grid,mobius,,,
3,5,24,1,asym,bimodal,1,25,1,400,60,12144,366.1052,2389.2162,3.2655,1317.4131,6.5000,2.945e-14,grid,mobius,,,
3,5,24,4,asym,bimodal,0,3,1,2395,60,12144,inf,inf,329.2971,18443.7837,148.7000,nan,grid,mobius,rate,rate,
3,5,24,4,asym,bimodal,1,3,1,3332,60,12144,inf,inf,311.0673,21078.6099,204.9200,nan,grid,mobius,rate,rate,
3,5,24,4,asym,bimodal,0,25,1,309,60,12144,inf,inf,9.7551,18443.7837,23.5400,nan,grid,mobius,rate,rate,
3,5,24,4,asym,bimodal,1,25,1,400,60,12144,inf,inf,3.4300,21078.6099,29.0000,nan,grid,mobius,rate,rate,
3,5,24,16,asym,bimodal,0,3,1,2422,60,12144,inf,inf,1420.8885,295100.5389,2330.1200,nan,grid,mobius,rate,rate,
3,5,24,16,asym,bimodal,1,3,1,3332,60,12144,inf,inf,inf,337257.7587,3203.7200,nan,grid,unknown,rate,rate,rate
3,5,24,16,asym,bimodal,0,25,1,333,60,12144,inf,inf,27.8695,295100.5389,324.6800,nan,grid,mobius,rate,rate,
3,5,24,16,asym,bimodal,1,25,1,400,60,12144,inf,inf,9.2937,337257.7587,389.0000,nan,grid,mobius,rate,rate,
4,5,5,1,equal,flat,0,3,1,1099,120,120,1.5565,1.2484,32.1512,0.0840,12.7760,3.633e-16,centres,mobius,,,
4,5,5,1,equal,flat,1,3,1,3332,120,120,0.1552,1.5155,73.3705,0.0960,12.7760,1.911e-16,centres,bulger,,,
4,5,5,1,equal,flat,0,25,1,226,120,120,1.5919,1.2745,15.3913,0.0840,6.6950,1.414e-10,centres,mobius,,,
4,5,5,1,equal,flat,1,25,1,400,120,120,0.1457,1.4950,16.6524,0.0960,8.0000,4.918e-11,centres,bulger,,,
4,5,5,4,equal,flat,0,3,1,2336,120,120,3.9210,8.7888,621.9216,1.3440,129.4160,1.602e-15,centres,bulger,,,
4,5,5,4,equal,flat,1,3,1,3332,120,120,0.5311,16.8360,864.4315,1.5360,129.4160,1.602e-15,centres,bulger,,,
4,5,5,4,equal,flat,0,25,1,309,120,120,3.9567,9.7649,86.8622,1.3440,42.0800,7.873e-10,centres,bulger,,,
4,5,5,4,equal,flat,1,25,1,400,120,120,0.7182,18.1466,118.7604,1.5360,53.0000,1.215e-09,centres,bulger,,,
4,5,5,8,equal,flat,0,3,1,2405,120,120,7.0267,34.6826,2323.5607,5.3760,502.6640,7.787e-12,centres,bulger,,,
4,5,5,8,equal,flat,1,3,1,3332,120,120,1.9509,66.8395,3732.5540,6.1440,502.6640,1.124e-11,centres,bulger,,,
4,5,5,8,equal,flat,0,25,1,328,120,120,8.7523,34.7771,355.5671,5.3760,162.4400,4.751e-10,centres,bulger,,,
4,5,5,8,equal,flat,1,25,1,400,120,120,2.1324,66.1737,295.3763,6.1440,197.0000,4.303e-13,centres,bulger,,,
4,5,5,1,equal,decay,0,3,1,1065,120,120,1.6258,1.2547,27.9837,0.0840,12.7760,1.206e-11,centres,mobius,,,
4,5,5,1,equal,decay,1,3,1,3332,120,120,0.1539,1.4606,70.4225,0.0960,12.7760,5.320e-12,centres,bulger,,,
4,5,5,1,equal,decay,0,25,1,178,120,120,1.5483,1.2499,5.4737,0.0840,6.3350,2.917e-10,centres,mobius,,,
4,5,5,1,equal,decay,1,25,1,400,120,120,0.1495,1.4820,15.9595,0.0960,8.0000,2.607e-10,centres,bulger,,,
4,5,5,4,equal,decay,0,3,1,2018,120,120,3.6845,8.8033,453.5195,1.3440,129.4160,1.979e-11,centres,bulger,,,
4,5,5,4,equal,decay,1,3,1,3332,120,120,0.6577,15.9225,840.8185,1.5360,129.4160,2.131e-12,centres,bulger,,,
4,5,5,4,equal,decay,0,25,1,293,120,120,4.0599,11.2329,92.4463,1.3440,40.1600,5.161e-11,centres,bulger,,,
4,5,5,4,equal,decay,1,25,1,400,120,120,0.8208,20.4455,119.1767,1.5360,53.0000,2.561e-10,centres,bulger,,,
4,5,5,8,equal,decay,0,3,1,2360,120,120,6.8573,33.3961,2237.8827,5.3760,502.6640,6.529e-11,centres,bulger,,,
4,5,5,8,equal,decay,1,3,1,3332,120,120,2.0101,50.8350,3651.7229,6.1440,502.6640,1.325e-11,centres,bulger,,,
4,5,5,8,equal,decay,0,25,1,319,120,120,9.1317,30.6113,337.6249,5.3760,158.1200,4.870e-10,centres,bulger,,,
4,5,5,8,equal,decay,1,25,1,400,120,120,2.1368,57.7782,354.7229,6.1440,197.0000,3.982e-13,centres,bulger,,,
4,5,5,1,equal,bimodal,0,3,1,1352,120,120,1.6539,1.2167,41.4013,0.0840,12.7760,7.507e-14,centres,mobius,,,
4,5,5,1,equal,bimodal,1,3,1,3332,120,120,0.1568,1.5057,70.2418,0.0960,12.7760,5.817e-14,centres,bulger,,,
4,5,5,1,equal,bimodal,0,25,1,167,120,120,1.9024,1.3217,6.9364,0.0840,6.2525,9.209e-12,centres,mobius,,,
4,5,5,1,equal,bimodal,1,25,1,400,120,120,0.1542,1.5359,14.4754,0.0960,8.0000,7.569e-12,centres,bulger,,,
4,5,5,4,equal,bimodal,0,3,1,2126,120,120,3.8641,8.8523,539.5006,1.3440,129.4160,9.303e-14,centres,bulger,,,
4,5,5,4,equal,bimodal,1,3,1,3332,120,120,0.4777,16.3736,873.7855,1.5360,129.4160,6.389e-14,centres,bulger,,,
4,5,5,4,equal,bimodal,0,25,1,304,120,120,4.1909,9.7662,88.6115,1.3440,41.4800,1.431e-10,centres,bulger,,,
4,5,5,4,equal,bimodal,1,25,1,400,120,120,0.7168,18.4705,116.2761,1.5360,53.0000,4.447e-10,centres,bulger,,,
4,5,5,8,equal,bimodal,0,3,1,2244,120,120,6.8988,28.8605,2191.6405,5.3760,502.6640,3.194e-13,centres,bulger,,,
4,5,5,8,equal,bimodal,1,3,1,3332,120,120,2.0204,55.1169,3770.2942,6.1440,502.6640,4.971e-13,centres,bulger,,,
4,5,5,8,equal,bimodal,0,25,1,299,120,120,10.6304,39.2848,359.2331,5.3760,148.5200,3.970e-10,centres,bulger,,,
4,5,5,8,equal,bimodal,1,25,1,400,120,120,2.0618,62.7298,441.0466,6.1440,197.0000,2.909e-13,centres,bulger,,,
4,8,8,1,equal,flat,0,3,1,2280,1680,1680,14.2602,93.5929,110.0112,16.4640,48.7760,5.842e-17,grid,bulger,,,
4,8,8,1,equal,flat,1,3,1,3332,1680,1680,7.9388,201.1841,169.9506,18.8160,68.9744,9.827e-13,grid,bulger,,,
4,8,8,1,equal,flat,0,25,1,265,1680,1680,19.4768,89.9928,16.8286,16.4640,10.0880,6.979e-10,grid,mobius,,,
4,8,8,1,equal,flat,1,25,1,400,1680,1680,5.7463,190.4170,25.5897,18.8160,12.6800,1.206e-09,grid,bulger,,,
4,8,8,4,equal,flat,0,3,1,2355,1680,1680,67.5725,1617.8143,1113.6568,263.4240,728.4560,3.188e-11,grid,bulger,,,
4,8,8,4,equal,flat,1,3,1,3332,1680,1680,102.7046,3469.1616,1456.8069,301.0560,1028.5904,4.533e-11,grid,bulger,,,
4,8,8,4,equal,flat,0,25,1,313,1680,1680,180.1156,1701.4513,144.9666,263.4240,101.1536,1.249e-09,grid,mobius,,,
4,8,8,4,equal,flat,1,25,1,400,1680,1680,112.4877,3512.4500,213.7371,301.0560,127.8800,1.232e-14,grid,bulger,,,
4,8,8,8,equal,flat,0,3,1,2412,1680,1680,122.1425,inf,3520.7514,1053.6960,2968.8656,2.760e-11,grid,bulger,,rate,
4,8,8,8,equal,flat,1,3,1,3332,1680,1680,425.7279,inf,inf,1204.2240,4099.3616,nan,grid,bulger,,rate,rate
4,8,8,8,equal,flat,0,25,1,322,1680,1680,663.3358,inf,584.8080,1053.6960,400.6736,1.489e-09,grid,mobius,,rate,
4,8,8,8,equal,flat,1,25,1,400,1680,1680,466.8689,inf,379.9520,1204.2240,496.5200,1.943e-14,grid,mobius,,rate,
4,8,8,1,equal,decay,0,3,1,1651,1680,1680,14.4689,97.6414,84.6481,16.4640,36.6992,2.432e-13,grid,bulger,,,
