# calibrate_rel_ip_cost
# python 3.12.2, numpy 2.4.4
# truncation_sigmas 6.0, period 1200.0
# budget 5.0, repeat_below 0.25, seeds [1]
# times in milliseconds. inf means the arm exceeded the budget: its time is
# unknown but at least the budget, which still settles the comparison. nan
# means the arm is inadmissible in that mode, or raised.
# declined_* says why an arm was not measured: memory (working set does not
# fit, by exact arithmetic), rate (over budget, predicted from cells already
# timed), prior (over budget, from the built-in rate before any measurement
# existed), budget (it ran, and exceeded).
r,K_x,K_y,N,shape,weights,isPer,sigma,seed,nu,M_x,M_y,t_bulger,t_centres,t_grid,pred_bulger,pred_mobius,max_abs_diff,gate_route,faster,declined_bulger,declined_centres,declined_grid
2,5,16,4,asym,decay,1,3,1,3332,20,240,4.3230,10.4664,3.7291,18.4213,45.1920,7.994e-15,centres,mobius,,,
2,5,16,4,asym,decay,0,25,1,327,20,240,16.9011,8.0292,1.0590,16.7467,16.7720,4.383e-13,grid,mobius,,,
2,5,16,4,asym,decay,1,25,1,400,20,240,5.6723,9.9208,0.6783,18.4213,19.4000,3.730e-13,grid,mobius,,,
2,5,16,16,asym,decay,0,3,1,2367,20,240,42.5175,119.9580,23.7458,267.9467,648.0720,1.121e-14,centres,mobius,,,
2,5,16,16,asym,decay,1,3,1,3332,20,240,72.7962,156.3790,13.0060,294.7413,648.0720,1.110e-15,centres,mobius,,,
2,5,16,16,asym,decay,0,25,1,331,20,240,268.7850,128.6673,4.3153,267.9467,195.6560,9.659e-15,grid,mobius,,,
2,5,16,16,asym,decay,1,25,1,400,20,240,97.5182,152.8684,2.1465,294.7413,235.4000,1.099e-14,grid,mobius,,,
2,5,16,64,asym,decay,0,3,1,2434,20,240,773.1137,inf,104.5732,4287.1467,10294.1520,5.662e-15,centres,mobius,,rate,
2,5,16,64,asym,decay,1,3,1,3332,20,240,1430.1593,inf,50.5448,4715.8613,10294.1520,7.772e-16,centres,mobius,,rate,
2,5,16,64,asym,decay,0,25,1,335,20,240,4894.0628,inf,17.2521,4287.1467,3092.3600,6.661e-16,grid,mobius,,rate,
2,5,16,64,asym,decay,1,25,1,400,20,240,1814.6362,inf,8.4177,4715.8613,3691.4000,8.882e-16,grid,mobius,,rate,
2,5,16,1,asym,bimodal,0,3,1,2297,20,240,0.5061,0.6442,1.9051,1.0467,7.5120,7.203e-14,centres,bulger,,,
2,5,16,1,asym,bimodal,1,3,1,3332,20,240,0.4530,0.8655,1.0954,1.1513,7.5120,5.537e-14,centres,bulger,,,
2,5,16,1,asym,bimodal,0,25,1,245,20,240,1.2971,0.7124,0.5257,1.0467,5.5512,1.412e-13,grid,mobius,,,
2,5,16,1,asym,bimodal,1,25,1,400,20,240,0.5342,1.0081,0.3072,1.1513,5.9000,8.475e-13,grid,mobius,,,
2,5,16,4,asym,bimodal,0,3,1,2341,20,240,3.2383,7.6854,6.2171,16.7467,45.1920,1.298e-13,centres,bulger,,,
2,5,16,4,asym,bimodal,1,3,1,3332,20,240,4.3953,9.9084,3.4534,18.4213,45.1920,5.329e-15,centres,mobius,,,
2,5,16,4,asym,bimodal,0,25,1,323,20,240,15.8788,7.8364,1.2125,16.7467,16.6280,1.730e-13,grid,mobius,,,
2,5,16,4,asym,bimodal,1,25,1,400,20,240,5.7282,10.1102,0.6900,18.4213,19.4000,2.157e-13,grid,mobius,,,
2,5,16,16,asym,bimodal,0,3,1,2383,20,240,42.1415,118.8031,24.5512,267.9467,648.0720,1.243e-14,centres,mobius,,,
2,5,16,16,asym,bimodal,1,3,1,3332,20,240,72.0863,158.6699,14.6012,294.7413,648.0720,2.109e-15,centres,mobius,,,
2,5,16,16,asym,bimodal,0,25,1,334,20,240,263.7920,126.1184,4.0418,267.9467,197.3840,5.218e-15,grid,mobius,,,
2,5,16,16,asym,bimodal,1,25,1,400,20,240,106.5722,158.6070,2.1611,294.7413,235.4000,9.215e-15,grid,mobius,,,
2,5,16,64,asym,bimodal,0,3,1,2433,20,240,794.5968,inf,91.1723,4287.1467,10294.1520,2.554e-15,centres,mobius,,rate,
2,5,16,64,asym,bimodal,1,3,1,3332,20,240,1410.4496,inf,51.1495,4715.8613,10294.1520,7.772e-16,centres,mobius,,rate,
2,5,16,64,asym,bimodal,0,25,1,336,20,240,4988.7070,inf,16.5532,4287.1467,3101.5760,5.551e-16,grid,mobius,,rate,
2,5,16,64,asym,bimodal,1,25,1,400,20,240,1859.5994,inf,9.0724,4715.8613,3691.4000,4.441e-16,grid,mobius,,rate,
2,40,40,1,equal,flat,0,3,1,2235,1560,1560,28.4608,45.7114,5.3192,121.6800,297.0320,3.908e-14,grid,mobius,,,
2,40,40,1,equal,flat,1,3,1,3332,1560,1560,31.6931,77.5547,2.9643,133.8480,297.0320,2.220e-16,grid,mobius,,,
2,40,40,1,equal,flat,0,25,1,328,1560,1560,117.2822,47.5020,1.2559,121.6800,52.2320,1.110e-16,grid,mobius,,,
2,40,40,1,equal,flat,1,25,1,400,1560,1560,35.9236,73.5199,0.5956,133.8480,62.6000,3.331e-16,grid,mobius,,,
2,40,40,4,equal,flat,0,3,1,2440,1560,1560,329.7903,859.8018,18.5929,1946.8800,4677.5120,1.776e-15,grid,mobius,,,
2,40,40,4,equal,flat,1,3,1,3332,1560,1560,490.8809,1115.7725,10.1992,2141.5680,4677.5120,3.331e-16,grid,mobius,,,
2,40,40,4,equal,flat,0,25,1,334,1560,1560,1934.5131,859.9217,4.1105,1946.8800,774.5360,5.551e-16,grid,mobius,,,
2,40,40,4,equal,flat,1,25,1,400,1560,1560,611.2562,1163.4933,1.3937,2141.5680,926.6000,4.441e-16,grid,mobius,,,
2,40,40,16,equal,flat,0,3,1,2444,1560,1560,inf,inf,72.8867,31150.0800,74765.1920,nan,grid,mobius,memory,rate,
2,40,40,16,equal,flat,1,3,1,3332,1560,1560,inf,inf,37.0233,34265.0880,74765.1920,nan,grid,mobius,memory,rate,
2,40,40,16,equal,flat,0,25,1,336,1560,1560,inf,inf,15.1499,31150.0800,12391.3040,nan,grid,mobius,memory,rate,
2,40,40,16,equal,flat,1,25,1,400,1560,1560,inf,inf,6.4496,34265.0880,14750.6000,nan,grid,mobius,memory,rate,
2,40,40,64,equal,flat,0,3,1,2447,1560,1560,inf,inf,288.2668,498401.2800,1196168.0720,nan,grid,mobius,memory,rate,
2,40,40,64,equal,flat,1,3,1,3332,1560,1560,inf,inf,148.8585,548241.4080,1196168.0720,nan,grid,mobius,memory,rate,
2,40,40,64,equal,flat,0,25,1,336,1560,1560,inf,inf,58.2420,498401.2800,198185.8640,nan,grid,mobius,memory,rate,
2,40,40,64,equal,flat,1,25,1,400,1560,1560,inf,inf,24.4807,548241.4080,235934.6000,nan,grid,mobius,memory,rate,
2,40,40,1,equal,decay,0,3,1,2335,1560,1560,21.6690,58.7084,5.1491,121.6800,297.0320,7.216e-15,grid,mobius,,,
2,40,40,1,equal,decay,1,3,1,3332,1560,1560,39.1623,74.5727,2.7143,133.8480,297.0320,6.661e-16,grid,mobius,,,
2,40,40,1,equal,decay,0,25,1,312,1560,1560,132.0472,56.7317,1.3713,121.6800,49.9280,4.441e-16,grid,mobius,,,
2,40,40,1,equal,decay,1,25,1,400,1560,1560,41.2618,72.0761,0.6217,133.8480,62.6000,3.331e-16,grid,mobius,,,
2,40,40,4,equal,decay,0,3,1,2418,1560,1560,339.3758,923.1180,18.7503,1946.8800,4677.5120,1.332e-15,grid,mobius,,,
2,40,40,4,equal,decay,1,3,1,3332,1560,1560,502.5458,1179.4154,9.5777,2141.5680,4677.5120,5.551e-16,grid,mobius,,,
2,40,40,4,equal,decay,0,25,1,332,1560,1560,1939.5357,884.9295,4.0707,1946.8800,769.9280,4.441e-16,grid,mobius,,,
2,40,40,4,equal,decay,1,25,1,400,1560,1560,662.5191,1239.8194,1.7253,2141.5680,926.6000,2.220e-16,grid,mobius,,,
2,40,40,16,equal,decay,0,3,1,2436,1560,1560,inf,inf,73.3188,31150.0800,74765.1920,nan,grid,mobius,memory,rate,
2,40,40,16,equal,decay,1,3,1,3332,1560,1560,inf,inf,36.7309,34265.0880,74765.1920,nan,grid,mobius,memory,rate,
2,40,40,16,equal,decay,0,25,1,336,1560,1560,inf,inf,14.7730,31150.0800,12391.3040,nan,grid,mobius,memory,rate,
2,40,40,16,equal,decay,1,25,1,400,1560,1560,inf,inf,6.3973,34265.0880,14750.6000,nan,grid,mobius,memory,rate,
2,40,40,64,equal,decay,0,3,1,2446,1560,1560,inf,inf,288.9483,498401.2800,1196168.0720,nan,grid,mobius,memory,rate,
2,40,40,64,equal,decay,1,3,1,3332,1560,1560,inf,inf,146.5097,548241.4080,1196168.0720,nan,grid,mobius,memory,rate,
2,40,40,64,equal,decay,0,25,1,336,1560,1560,inf,inf,54.4103,498401.2800,198185.8640,nan,grid,mobius,memory,rate,
2,40,40,64,equal,decay,1,25,1,400,1560,1560,inf,inf,24.4750,548241.4080,235934.6000,nan,grid,mobius,memory,rate,
2,40,40,1,equal,bimodal,0,3,1,2375,1560,1560,24.2641,64.4604,5.2495,121.6800,297.0320,4.319e-14,grid,mobius,,,
2,40,40,1,equal,bimodal,1,3,1,3332,1560,1560,36.6881,81.9915,2.9854,133.8480,297.0320,1.221e-15,grid,mobius,,,
2,40,40,1,equal,bimodal,0,25,1,324,1560,1560,116.6078,56.9687,1.3932,121.6800,51.6560,1.221e-15,grid,mobius,,,
2,40,40,1,equal,bimodal,1,25,1,400,1560,1560,41.1799,78.6202,0.5097,133.8480,62.6000,3.331e-16,grid,mobius,,,
2,40,40,4,equal,bimodal,0,3,1,2438,1560,1560,333.9746,844.7953,18.9377,1946.8800,4677.5120,1.101e-13,grid,mobius,,,
2,40,40,4,equal,bimodal,1,3,1,3332,1560,1560,515.3728,1124.8674,9.4638,2141.5680,4677.5120,3.331e-16,grid,mobius,,,
2,40,40,4,equal,bimodal,0,25,1,331,1560,1560,1852.9527,919.8206,3.7512,1946.8800,767.6240,3.331e-16,grid,mobius,,,
2,40,40,4,equal,bimodal,1,25,1,400,1560,1560,632.4561,1176.4237,1.6885,2141.5680,926.6000,1.110e-16,grid,mobius,,,
2,40,40,16,equal,bimodal,0,3,1,2442,1560,1560,inf,inf,78.7832,31150.0800,74765.1920,nan,grid,mobius,memory,rate,
2,40,40,16,equal,bimodal,1,3,1,3332,1560,1560,inf,inf,39.2550,34265.0880,74765.1920,nan,grid,mobius,memory,rate,
2,40,40,16,equal,bimodal,0,25,1,334,1560,1560,inf,inf,15.3494,31150.0800,12317.5760,nan,grid,mobius,memory,rate,
2,40,40,16,equal,bimodal,1,25,1,400,1560,1560,inf,inf,6.5574,34265.0880,14750.6000,nan,grid,mobius,memory,rate,
2,40,40,64,equal,bimodal,0,3,1,2448,1560,1560,inf,inf,308.7526,498401.2800,1196168.0720,nan,grid,mobius,memory,rate,
2,40,40,64,equal,bimodal,1,3,1,3332,1560,1560,inf,inf,149.6255,548241.4080,1196168.0720,nan,grid,mobius,memory,rate,
2,40,40,64,equal,bimodal,0,25,1,336,1560,1560,inf,inf,59.2599,498401.2800,198185.8640,nan,grid,mobius,memory,rate,
2,40,40,64,equal,bimodal,1,25,1,400,1560,1560,inf,inf,24.7023,548241.4080,235934.6000,nan,grid,mobius,memory,rate,
2,5,40,1,asym,flat,0,3,1,1780,20,1560,8.3455,20.2312,2.6445,41.0867,9.0050,4.702e-14,grid,mobius,,,
2,5,40,1,asym,flat,1,3,1,3332,20,1560,11.3202,24.0274,1.6395,45.1953,12.4970,3.925e-14,grid,mobius,,,
2,5,40,1,asym,flat,0,25,1,283,20,1560,42.8417,19.4889,0.8445,41.0867,5.6368,6.917e-14,grid,mobius,,,
2,5,40,1,asym,flat,1,25,1,400,20,1560,14.8346,27.3298,0.3697,45.1953,5.9000,2.343e-14,grid,mobius,,,
2,5,40,4,asym,flat,0,3,1,2271,20,1560,111.7430,306.1823,10.8568,657.3867,86.7560,9.137e-14,grid,mobius,,,
2,5,40,4,asym,flat,1,3,1,3332,20,1560,165.5509,381.9988,5.1126,723.1253,124.9520,1.079e-13,grid,mobius,,,
2,5,40,4,asym,flat,0,25,1,308,20,1560,677.1195,334.0122,1.9497,657.3867,16.0880,1.670e-13,grid,mobius,,,
2,5,40,4,asym,flat,1,25,1,400,20,1560,225.2931,384.8903,1.0729,723.1253,19.4000,2.475e-13,grid,mobius,,,
2,5,40,16,asym,flat,0,3,1,2416,20,1560,inf,inf,48.7575,10518.1867,1396.6160,nan,grid,mobius,rate,rate,
2,5,40,16,asym,flat,1,3,1,3332,20,1560,inf,inf,22.9610,11570.0053,1924.2320,nan,grid,mobius,rate,rate,
2,5,40,16,asym,flat,0,25,1,334,20,1560,inf,inf,8.1618,10518.1867,197.3840,nan,grid,mobius,rate,rate,
2,5,40,16,asym,flat,1,25,1,400,20,1560,inf,inf,3.9176,11570.0053,235.4000,nan,grid,mobius,rate,rate,
2,5,40,64,asym,flat,0,3,1,2441,20,1560,inf,inf,187.9608,168290.9867,22501.2560,nan,grid,mobius,rate,rate,
2,5,40,64,asym,flat,1,3,1,3332,20,1560,inf,inf,89.1917,185120.0853,30712.7120,nan,grid,mobius,rate,rate,
2,5,40,64,asym,flat,0,25,1,336,20,1560,inf,inf,34.6297,168290.9867,3101.5760,nan,grid,mobius,rate,rate,
2,5,40,64,asym,flat,1,25,1,400,20,1560,inf,inf,16.9215,185120.0853,3691.4000,nan,grid,mobius,rate,rate,
2,5,40,1,asym,decay,0,3,1,1722,20,1560,8.8310,22.4430,2.7886,41.0867,8.8745,6.167e-14,grid,mobius,,,
2,5,40,1,asym,decay,1,3,1,3332,20,1560,14.3655,29.6525,1.6772,45.1953,12.4970,5.168e-14,grid,mobius,,,
2,5,40,1,asym,decay,0,25,1,238,20,1560,47.1133,22.1172,0.8594,41.0867,5.5355,1.392e-12,grid,mobius,,,
2,5,40,1,asym,decay,1,25,1,400,20,1560,15.7716,28.5122,0.5092,45.1953,5.9000,1.314e-12,grid,mobius,,,
2,5,40,4,asym,decay,0,3,1,2296,20,1560,125.6733,351.1817,11.2084,657.3867,87.6560,8.005e-14,grid,mobius,,,
2,5,40,4,asym,decay,1,3,1,3332,20,1560,165.6469,379.0396,5.7322,723.1253,124.9520,8.693e-14,grid,mobius,,,
2,5,40,4,asym,decay,0,25,1,321,20,1560,667.8346,299.5682,1.9561,657.3867,16.5560,1.505e-13,grid,mobius,,,
2,5,40,4,asym,decay,1,25,1,400,20,1560,231.4372,392.6838,1.0124,723.1253,19.4000,1.813e-13,grid,mobius,,,
2,5,40,16,asym,decay,0,3,1,2370,20,1560,inf,inf,42.6861,10518.1867,1370.1200,nan,grid,mobius,rate,rate,
2,5,40,16,asym,decay,1,3,1,3332,20,1560,inf,inf,20.9340,11570.0053,1924.2320,nan,grid,mobius,rate,rate,
2,5,40,16,asym,decay,0,25,1,335,20,1560,inf,inf,7.9901,10518.1867,197.9600,nan,grid,mobius,rate,rate,
2,5,40,16,asym,decay,1,25,1,400,20,1560,inf,inf,3.8423,11570.0053,235.4000,nan,grid,mobius,rate,rate,
2,5,40,64,asym,decay,0,3,1,2423,20,1560,inf,inf,176.4972,168290.9867,22335.3680,nan,grid,mobius,rate,rate,
2,5,40,64,asym,decay,1,3,1,3332,20,1560,inf,inf,91.1573,185120.0853,30712.7120,nan,grid,mobius,rate,rate,
2,5,40,64,asym,decay,0,25,1,336,20,1560,inf,inf,35.4411,168290.9867,3101.5760,nan,grid,mobius,rate,rate,
2,5,40,64,asym,decay,1,25,1,400,20,1560,inf,inf,16.3367,185120.0853,3691.4000,nan,grid,mobius,rate,rate,
2,5,40,1,asym,bimodal,0,3,1,2249,20,1560,8.0482,20.8690,2.9594,41.0867,10.0602,2.165e-14,grid,mobius,,,
2,5,40,1,asym,bimodal,1,3,1,3332,20,1560,12.1915,28.2075,1.7483,45.1953,12.4970,3.478e-14,grid,mobius,,,
2,5,40,1,asym,bimodal,0,25,1,283,20,1560,45.5384,22.1422,0.7781,41.0867,5.6368,2.776e-14,grid,mobius,,,
2,5,40,1,asym,bimodal,1,25,1,400,20,1560,16.0248,25.1831,0.3662,45.1953,5.9000,7.350e-14,grid,mobius,,,
2,5,40,4,asym,bimodal,0,3,1,2351,20,1560,107.2772,284.9544,11.0617,657.3867,89.6360,4.596e-14,grid,mobius,,,
2,5,40,4,asym,bimodal,1,3,1,3332,20,1560,166.0599,378.9556,5.8379,723.1253,124.9520,1.327e-14,grid,mobius,,,
2,5,40,4,asym,bimodal,0,25,1,324,20,1560,737.8473,333.3168,2.2743,657.3867,16.6640,8.238e-14,grid,mobius,,,
2,5,40,4,asym,bimodal,1,25,1,400,20,1560,235.0797,434.8892,1.3273,723.1253,19.4000,8.904e-14,grid,mobius,,,
2,5,40,16,asym,bimodal,0,3,1,2405,20,1560,inf,inf,47.2784,10518.1867,1390.2800,nan,grid,mobius,rate,rate,
2,5,40,16,asym,bimodal,1,3,1,3332,20,1560,inf,inf,21.4925,11570.0053,1924.2320,nan,grid,mobius,rate,rate,
2,5,40,16,asym,bimodal,0,25,1,330,20,1560,inf,inf,7.9808,10518.1867,195.0800,nan,grid,mobius,rate,rate,
2,5,40,16,asym,bimodal,1,25,1,400,20,1560,inf,inf,3.8400,11570.0053,235.4000,nan,grid,mobius,rate,rate,
2,5,40,64,asym,bimodal,0,3,1,2435,20,1560,inf,inf,176.7276,168290.9867,22445.9600,nan,grid,mobius,rate,rate,
2,5,40,64,asym,bimodal,1,3,1,3332,20,1560,inf,inf,86.4761,185120.0853,30712.7120,nan,grid,mobius,rate,rate,
2,5,40,64,asym,bimodal,0,25,1,334,20,1560,inf,inf,35.0505,168290.9867,3083.1440,nan,grid,mobius,rate,rate,
2,5,40,64,asym,bimodal,1,25,1,400,20,1560,inf,inf,15.8211,185120.0853,3691.4000,nan,grid,mobius,rate,rate,
3,6,6,1,equal,flat,0,3,1,2161,120,120,0.7101,1.3360,11.7087,0.3360,8.8880,3.435e-11,centres,bulger,,,
3,6,6,1,equal,flat,1,3,1,3332,120,120,0.3238,0.7742,14.6215,0.3840,8.8880,7.125e-11,centres,bulger,,,
3,6,6,1,equal,flat,0,25,1,278,120,120,0.6602,0.6260,3.2590,0.3360,6.5012,2.468e-11,centres,mobius,,,
3,6,6,1,equal,flat,1,25,1,400,120,120,0.1763,0.9022,1.4334,0.3840,7.1600,2.220e-12,centres,bulger,,,
3,6,6,4,equal,flat,0,3,1,2324,120,120,1.6915,8.0030,148.5586,5.3760,67.2080,2.322e-10,centres,bulger,,,
3,6,6,4,equal,flat,1,3,1,3332,120,120,1.2852,11.8048,74.0177,6.1440,67.2080,1.914e-14,centres,bulger,,,
3,6,6,4,equal,flat,0,25,1,317,120,120,3.1834,6.9408,7.0702,5.3760,32.3888,1.071e-13,centres,bulger,,,
3,6,6,4,equal,flat,1,25,1,400,120,120,1.5932,12.0030,2.8559,6.1440,39.5600,7.294e-14,centres,bulger,,,
3,6,6,16,equal,flat,0,3,1,2410,120,120,6.4867,110.9655,1363.8095,86.0160,1000.3280,3.220e-14,centres,bulger,,,
3,6,6,16,equal,flat,1,3,1,3332,120,120,24.5878,187.3975,269.3369,98.3040,1000.3280,1.127e-14,centres,bulger,,,
3,6,6,16,equal,flat,0,25,1,332,120,120,36.7631,116.2769,23.9795,86.0160,463.9568,3.664e-15,centres,mobius,,,
3,6,6,16,equal,flat,1,25,1,400,120,120,31.1967,188.2402,7.2065,98.3040,557.9600,2.220e-15,centres,mobius,,,
3,6,6,1,equal,decay,0,3,1,1719,120,120,0.8105,0.8561,12.1600,0.3360,8.8880,3.838e-15,centres,bulger,,,
3,6,6,1,equal,decay,1,3,1,3332,120,120,0.1566,0.9392,18.4645,0.3840,8.8880,1.204e-13,centres,bulger,,,
3,6,6,1,equal,decay,0,25,1,223,120,120,0.8618,1.1572,2.5680,0.3360,6.2042,1.049e-11,centres,bulger,,,
3,6,6,1,equal,decay,1,25,1,400,120,120,0.1765,1.2381,2.1302,0.3840,7.1600,4.180e-13,centres,bulger,,,
3,6,6,4,equal,decay,0,3,1,2206,120,120,2.4996,6.7558,132.7643,5.3760,67.2080,1.018e-10,centres,bulger,,,
3,6,6,4,equal,decay,1,3,1,3332,120,120,1.3444,12.1180,89.8000,6.1440,67.2080,5.607e-16,centres,bulger,,,
3,6,6,4,equal,decay,0,25,1,318,120,120,3.0104,7.4602,7.7334,5.3760,32.4752,3.791e-14,centres,bulger,,,
3,6,6,4,equal,decay,1,25,1,400,120,120,2.2959,16.5391,2.8531,6.1440,39.5600,7.744e-14,centres,bulger,,,
3,6,6,16,equal,decay,0,3,1,2381,120,120,7.4026,109.1988,1334.4865,86.0160,1000.3280,5.961e-15,centres,bulger,,,
3,6,6,16,equal,decay,1,3,1,3332,120,120,20.8822,182.9215,278.5119,98.3040,1000.3280,3.553e-15,centres,bulger,,,
3,6,6,16,equal,decay,0,25,1,331,120,120,36.5795,128.8076,25.3452,86.0160,462.5744,8.438e-15,centres,mobius,,,
3,6,6,16,equal,decay,1,25,1,400,120,120,31.0822,204.7724,7.0875,98.3040,557.9600,5.662e-15,centres,mobius,,,
3,6,6,1,equal,bimodal,0,3,1,1991,120,120,0.5352,1.1345,15.3931,0.3360,8.8880,2.245e-14,centres,bulger,,,
3,6,6,1,equal,bimodal,1,3,1,3332,120,120,0.1632,1.3055,17.9960,0.3840,8.8880,8.666e-12,centres,bulger,,,
3,6,6,1,equal,bimodal,0,25,1,210,120,120,0.8843,1.1432,3.3775,0.3360,6.1340,5.400e-15,centres,bulger,,,
3,6,6,1,equal,bimodal,1,25,1,400,120,120,0.4520,1.3017,2.2110,0.3840,7.1600,3.576e-13,centres,bulger,,,
3,6,6,4,equal,bimodal,0,3,1,2350,120,120,2.6314,7.4519,144.0130,5.3760,67.2080,2.311e-12,centres,bulger,,,
3,6,6,4,equal,bimodal,1,3,1,3332,120,120,1.3960,12.2223,107.6647,6.1440,67.2080,9.047e-16,centres,bulger,,,
3,6,6,4,equal,bimodal,0,25,1,322,120,120,3.2653,7.6413,8.2578,5.3760,32.8208,5.795e-14,centres,bulger,,,
3,6,6,4,equal,bimodal,1,25,1,400,120,120,2.3275,13.9537,3.4645,6.1440,39.5600,9.176e-14,centres,bulger,,,
3,6,6,16,equal,bimodal,0,3,1,2394,120,120,7.3642,118.1934,1384.2175,86.0160,1000.3280,1.026e-14,centres,bulger,,,
3,6,6,16,equal,bimodal,1,3,1,3332,120,120,22.5163,187.8007,286.2955,98.3040,1000.3280,4.441e-15,centres,bulger,,,
3,6,6,16,equal,bimodal,0,25,1,327,120,120,41.3188,114.7488,21.1964,86.0160,457.0448,4.552e-15,centres,mobius,,,
3,6,6,16,equal,bimodal,1,25,1,400,120,120,28.7797,178.9768,6.2536,98.3040,557.9600,3.220e-15,centres,mobius,,,
3,5,6,1,asym,flat,0,3,1,1766,60,120,0.8983,0.5770,11.4505,0.1960,7.2680,1.778e-17,centres,mobius,,,
3,5,6,1,asym,flat,1,3,1,3332,60,120,0.2317,0.5041,20.5082,0.2240,7.2680,3.813e-17,centres,bulger,,,
3,5,6,1,asym,flat,0,25,1,209,60,120,0.5812,0.4543,3.4415,0.1960,5.7838,1.977e-12,centres,mobius,,,
3,5,6,1,asym,flat,1,25,1,400,60,120,0.3780,0.6547,1.9362,0.2240,6.5000,3.048e-12,centres,bulger,,,
3,5,6,4,asym,flat,0,3,1,2323,60,120,2.1606,3.9638,141.5791,3.1360,41.2880,7.275e-11,centres,bulger,,,
3,5,6,4,asym,flat,1,3,1,3332,60,120,0.8849,6.5137,166.1998,3.5840,41.2880,1.322e-10,centres,bulger,,,
3,5,6,4,asym,flat,0,25,1,308,60,120,2.4700,4.2015,7.6753,3.1360,23.4800,1.230e-13,centres,bulger,,,
3,5,6,4,asym,flat,1,25,1,400,60,120,1.0559,6.5457,3.1590,3.5840,29.0000,1.138e-13,centres,bulger,,,
3,5,6,16,asym,flat,0,3,1,2400,60,120,5.0155,65.7357,1285.5348,50.1760,585.6080,1.290e-14,centres,bulger,,,
3,5,6,16,asym,flat,1,3,1,3332,60,120,15.6176,106.7796,282.9808,57.3440,585.6080,1.674e-14,centres,bulger,,,
3,5,6,16,asym,flat,0,25,1,331,60,120,19.1494,68.4047,22.1058,50.1760,322.7600,2.442e-15,centres,bulger,,,
3,5,6,16,asym,flat,1,25,1,400,60,120,16.6767,107.0299,6.3536,57.3440,389.0000,8.105e-15,centres,mobius,,,
3,5,6,1,asym,decay,0,3,1,2247,60,120,0.6832,0.5738,15.5123,0.1960,7.2680,4.853e-14,centres,mobius,,,
3,5,6,1,asym,decay,1,3,1,3332,60,120,0.3661,0.6485,19.5945,0.2240,7.2680,1.458e-12,centres,bulger,,,
3,5,6,1,asym,decay,0,25,1,263,60,120,0.9433,0.6103,3.4267,0.1960,5.9863,1.401e-10,centres,mobius,,,
3,5,6,1,asym,decay,1,25,1,400,60,120,0.1591,0.6459,1.9772,0.2240,6.5000,1.331e-12,centres,bulger,,,
3,5,6,4,asym,decay,0,3,1,2256,60,120,2.1733,3.9883,154.2143,3.1360,41.2880,8.669e-12,centres,bulger,,,
3,5,6,4,asym,decay,1,3,1,3332,60,120,1.0290,7.4302,175.1000,3.5840,41.2880,1.131e-11,centres,bulger,,,
3,5,6,4,asym,decay,0,25,1,322,60,120,2.7653,4.4680,8.7177,3.1360,24.3200,2.059e-13,centres,bulger,,,
3,5,6,4,asym,decay,1,25,1,400,60,120,1.2428,7.1632,3.2910,3.5840,29.0000,2.185e-13,centres,bulger,,,
3,5,6,16,asym,decay,0,3,1,2383,60,120,4.9208,67.8568,1390.6469,50.1760,585.6080,5.207e-14,centres,bulger,,,
3,5,6,16,asym,decay,1,3,1,3332,60,120,12.8463,105.0506,266.0416,57.3440,585.6080,6.571e-15,centres,bulger,,,
3,5,6,16,asym,decay,0,25,1,331,60,120,22.4284,68.1404,21.7293,50.1760,322.7600,6.994e-15,centres,mobius,,,
3,5,6,16,asym,decay,1,25,1,400,60,120,16.7010,108.7434,6.2496,57.3440,389.0000,7.216e-15,centres,mobius,,,
3,5,6,1,asym,bimodal,0,3,1,1437,60,120,0.4494,0.5655,10.1128,0.1960,7.2680,9.079e-12,centres,bulger,,,
3,5,6,1,asym,bimodal,1,3,1,3332,60,120,0.1527,0.6353,17.3096,0.2240,7.2680,9.158e-12,centres,bulger,,,
3,5,6,1,asym,bimodal,0,25,1,289,60,120,0.6477,0.4521,2.6297,0.1960,6.0838,2.900e-10,centres,mobius,,,
3,5,6,1,asym,bimodal,1,25,1,400,60,120,0.1585,0.6381,1.9365,0.2240,6.5000,8.809e-13,centres,bulger,,,
3,5,6,4,asym,bimodal,0,3,1,2272,60,120,1.4627,4.1894,133.3588,3.1360,41.2880,1.208e-11,centres,bulger,,,
3,5,6,4,asym,bimodal,1,3,1,3332,60,120,0.9022,6.2338,164.8143,3.5840,41.2880,2.864e-11,centres,bulger,,,
3,5,6,4,asym,bimodal,0,25,1,319,60,120,2.6765,4.1785,7.8903,3.1360,24.1400,1.534e-13,centres,bulger,,,
3,5,6,4,asym,bimodal,1,25,1,400,60,120,1.0845,7.6060,3.4175,3.5840,29.0000,9.043e-14,centres,bulger,,,
3,5,6,16,asym,bimodal,0,3,1,2424,60,120,5.3591,66.1238,1403.6899,50.1760,585.6080,1.896e-14,centres,bulger,,,
3,5,6,16,asym,bimodal,1,3,1,3332,60,120,12.8641,109.1285,331.7450,57.3440,585.6080,4.136e-15,centres,bulger,,,
3,5,6,16,asym,bimodal,0,25,1,327,60,120,22.7012,68.7277,21.3912,50.1760,318.9200,1.193e-14,centres,mobius,,,
3,5,6,16,asym,bimodal,1,25,1,400,60,120,16.3758,106.9067,6.2230,57.3440,389.0000,9.548e-15,centres,mobius,,,
