# calibrateRelIpCost
# generated 2026-08-01 15:51:46
# matlab 26.1.0.3251617 (R2026a) Update 2 on MACA64
# truncationSigmas 6, period 1200
# budgetSec 5, seeds 1
# times in milliseconds. Inf means the arm exceeded the budget: its time is
# unknown but at least the budget, which still settles the comparison. NaN
# means the arm is inadmissible in that mode, or errored. A declined_ column
# reads - when the arm was measured normally.
r,K_x,K_y,N,shape,weights,isPer,sigma,seed,nu,M_x,M_y,t_bulger,t_centres,t_grid,pred_bulger,pred_mobius,max_abs_diff,gate_route,faster,declined_bulger,declined_centres,declined_grid
2,5,16,64,asym,decay,1,3,1,3332,20,240,540.5825,404.5670,26.0164,4715.8613,10294.1520,3.331e-16,grid,mobius,-,-,-
2,5,16,64,asym,decay,0,25,1,335,20,240,564.0860,429.0906,15.2425,4287.1467,3092.3600,2.220e-16,grid,mobius,-,-,-
2,5,16,64,asym,decay,1,25,1,400,20,240,683.2910,437.1868,12.0144,4715.8613,3691.4000,2.220e-16,grid,mobius,-,-,-
2,5,16,1,asym,bimodal,0,3,1,1867,20,240,0.7307,0.5302,0.9201,1.0467,7.5120,5.490e-14,centres,mobius,-,-,-
2,5,16,1,asym,bimodal,1,3,1,3332,20,240,0.6599,0.5376,0.7119,1.1513,7.5120,4.552e-15,centres,mobius,-,-,-
2,5,16,1,asym,bimodal,0,25,1,214,20,240,0.8053,0.5832,0.5317,1.0467,5.4815,2.325e-13,grid,mobius,-,-,-
2,5,16,1,asym,bimodal,1,25,1,400,20,240,0.7835,0.5831,0.5207,1.1513,5.9000,2.850e-13,grid,mobius,-,-,-
2,5,16,4,asym,bimodal,0,3,1,2279,20,240,2.8555,1.9661,2.6946,16.7467,45.1920,7.799e-15,grid,mobius,-,-,-
2,5,16,4,asym,bimodal,1,3,1,3332,20,240,3.3720,2.2381,1.8944,18.4213,45.1920,4.602e-14,grid,mobius,-,-,-
2,5,16,4,asym,bimodal,0,25,1,325,20,240,3.2511,2.1804,1.1802,16.7467,16.7000,4.052e-14,grid,mobius,-,-,-
2,5,16,4,asym,bimodal,1,25,1,400,20,240,3.9096,2.3334,1.1003,18.4213,19.4000,1.836e-13,grid,mobius,-,-,-
2,5,16,16,asym,bimodal,0,3,1,2432,20,240,28.7029,20.2705,9.5339,267.9467,648.0720,2.126e-14,grid,mobius,-,-,-
2,5,16,16,asym,bimodal,1,3,1,3332,20,240,34.1660,23.2130,6.9338,294.7413,648.0720,1.332e-15,grid,mobius,-,-,-
2,5,16,16,asym,bimodal,0,25,1,331,20,240,36.8800,25.4697,4.2308,267.9467,195.6560,7.883e-15,grid,mobius,-,-,-
2,5,16,16,asym,bimodal,1,25,1,400,20,240,43.9693,25.2400,3.3766,294.7413,235.4000,8.771e-15,grid,mobius,-,-,-
2,5,16,64,asym,bimodal,0,3,1,2441,20,240,527.5066,368.4678,35.8699,4287.1467,10294.1520,1.044e-14,grid,mobius,-,-,-
2,5,16,64,asym,bimodal,1,3,1,3332,20,240,575.9650,414.3044,25.1467,4715.8613,10294.1520,2.220e-16,grid,mobius,-,-,-
2,5,16,64,asym,bimodal,0,25,1,335,20,240,597.9410,422.9745,15.4135,4287.1467,3092.3600,7.772e-16,grid,mobius,-,-,-
2,5,16,64,asym,bimodal,1,25,1,400,20,240,698.0404,433.8215,11.8598,4715.8613,3691.4000,8.882e-16,grid,mobius,-,-,-
2,40,40,1,equal,flat,0,3,1,2369,1560,1560,12.9215,9.2314,1.4884,121.6800,297.0320,1.454e-14,grid,mobius,-,-,-
2,40,40,1,equal,flat,1,3,1,3332,1560,1560,15.9502,10.0413,1.1126,133.8480,297.0320,1.110e-16,grid,mobius,-,-,-
2,40,40,1,equal,flat,0,25,1,317,1560,1560,16.0972,11.1482,0.7305,121.6800,50.6480,1.998e-15,grid,mobius,-,-,-
2,40,40,1,equal,flat,1,25,1,400,1560,1560,20.0135,11.6197,0.6155,133.8480,62.6000,1.221e-15,grid,mobius,-,-,-
2,40,40,4,equal,flat,0,3,1,2436,1560,1560,178.8830,145.3375,4.6379,1946.8800,4677.5120,2.665e-15,grid,mobius,-,-,-
2,40,40,4,equal,flat,1,3,1,3332,1560,1560,221.7510,159.6627,2.9064,2141.5680,4677.5120,1.110e-16,grid,mobius,-,-,-
2,40,40,4,equal,flat,0,25,1,334,1560,1560,227.8422,173.6407,1.8107,1946.8800,774.5360,1.110e-16,grid,mobius,-,-,-
2,40,40,4,equal,flat,1,25,1,400,1560,1560,279.4476,178.2318,1.5845,2141.5680,926.6000,4.441e-16,grid,mobius,-,-,-
2,40,40,16,equal,flat,0,3,1,2439,1560,1560,Inf,2384.7782,16.3830,31150.0800,74765.1920,1.110e-16,grid,mobius,memory,-,-
2,40,40,16,equal,flat,1,3,1,3332,1560,1560,Inf,2618.3914,10.4690,34265.0880,74765.1920,2.220e-16,grid,mobius,memory,-,-
2,40,40,16,equal,flat,0,25,1,336,1560,1560,Inf,2791.5858,5.9706,31150.0800,12391.3040,1.110e-16,grid,mobius,memory,-,-
2,40,40,16,equal,flat,1,25,1,400,1560,1560,Inf,2854.6429,4.6129,34265.0880,14750.6000,0.000e+00,grid,mobius,memory,-,-
2,40,40,64,equal,flat,0,3,1,2446,1560,1560,Inf,Inf,64.4607,498401.2800,1196168.0720,NaN,grid,mobius,memory,rate,-
2,40,40,64,equal,flat,1,3,1,3332,1560,1560,Inf,Inf,40.8426,548241.4080,1196168.0720,NaN,grid,mobius,memory,rate,-
2,40,40,64,equal,flat,0,25,1,336,1560,1560,Inf,Inf,23.2148,498401.2800,198185.8640,NaN,grid,mobius,memory,rate,-
2,40,40,64,equal,flat,1,25,1,400,1560,1560,Inf,Inf,17.8794,548241.4080,235934.6000,NaN,grid,mobius,memory,rate,-
2,40,40,1,equal,decay,0,3,1,2369,1560,1560,14.2109,9.3601,1.4992,121.6800,297.0320,1.110e-15,grid,mobius,-,-,-
2,40,40,1,equal,decay,1,3,1,3332,1560,1560,16.5847,9.9257,0.9077,133.8480,297.0320,1.221e-15,grid,mobius,-,-,-
2,40,40,1,equal,decay,0,25,1,317,1560,1560,15.8045,10.6335,0.6900,121.6800,50.6480,1.554e-15,grid,mobius,-,-,-
2,40,40,1,equal,decay,1,25,1,400,1560,1560,19.8610,11.0574,0.5785,133.8480,62.6000,5.551e-16,grid,mobius,-,-,-
2,40,40,4,equal,decay,0,3,1,2436,1560,1560,184.6554,138.5279,4.3957,1946.8800,4677.5120,3.442e-15,grid,mobius,-,-,-
2,40,40,4,equal,decay,1,3,1,3332,1560,1560,221.7447,149.7909,2.9176,2141.5680,4677.5120,1.110e-16,grid,mobius,-,-,-
2,40,40,4,equal,decay,0,25,1,334,1560,1560,223.1070,166.6735,1.7655,1946.8800,774.5360,5.551e-16,grid,mobius,-,-,-
2,40,40,4,equal,decay,1,25,1,400,1560,1560,273.6988,170.5201,1.4482,2141.5680,926.6000,2.220e-16,grid,mobius,-,-,-
2,40,40,16,equal,decay,0,3,1,2439,1560,1560,Inf,2407.4767,16.3184,31150.0800,74765.1920,2.220e-16,grid,mobius,memory,-,-
2,40,40,16,equal,decay,1,3,1,3332,1560,1560,Inf,2576.7237,10.3763,34265.0880,74765.1920,2.220e-16,grid,mobius,memory,-,-
2,40,40,16,equal,decay,0,25,1,336,1560,1560,Inf,2832.4665,6.1999,31150.0800,12391.3040,2.220e-16,grid,mobius,memory,-,-
2,40,40,16,equal,decay,1,25,1,400,1560,1560,Inf,2875.6399,4.5416,34265.0880,14750.6000,4.441e-16,grid,mobius,memory,-,-
2,40,40,64,equal,decay,0,3,1,2446,1560,1560,Inf,Inf,71.1739,498401.2800,1196168.0720,NaN,grid,mobius,memory,rate,-
2,40,40,64,equal,decay,1,3,1,3332,1560,1560,Inf,Inf,40.5747,548241.4080,1196168.0720,NaN,grid,mobius,memory,rate,-
2,40,40,64,equal,decay,0,25,1,336,1560,1560,Inf,Inf,23.2715,498401.2800,198185.8640,NaN,grid,mobius,memory,rate,-
2,40,40,64,equal,decay,1,25,1,400,1560,1560,Inf,Inf,17.2828,548241.4080,235934.6000,NaN,grid,mobius,memory,rate,-
2,40,40,1,equal,bimodal,0,3,1,2369,1560,1560,13.0026,8.8947,1.2467,121.6800,297.0320,3.566e-13,grid,mobius,-,-,-
2,40,40,1,equal,bimodal,1,3,1,3332,1560,1560,16.2157,9.9342,0.9665,133.8480,297.0320,8.882e-16,grid,mobius,-,-,-
2,40,40,1,equal,bimodal,0,25,1,317,1560,1560,15.4588,10.8023,0.5671,121.6800,50.6480,1.554e-15,grid,mobius,-,-,-
2,40,40,1,equal,bimodal,1,25,1,400,1560,1560,19.6226,11.0663,0.5910,133.8480,62.6000,1.221e-15,grid,mobius,-,-,-
2,40,40,4,equal,bimodal,0,3,1,2436,1560,1560,180.5902,140.8079,4.4127,1946.8800,4677.5120,5.140e-14,grid,mobius,-,-,-
2,40,40,4,equal,bimodal,1,3,1,3332,1560,1560,222.0519,151.3394,3.1366,2141.5680,4677.5120,1.110e-16,grid,mobius,-,-,-
2,40,40,4,equal,bimodal,0,25,1,334,1560,1560,224.9841,168.6181,1.8473,1946.8800,774.5360,5.551e-16,grid,mobius,-,-,-
2,40,40,4,equal,bimodal,1,25,1,400,1560,1560,312.3045,172.8549,1.3461,2141.5680,926.6000,5.551e-16,grid,mobius,-,-,-
2,40,40,16,equal,bimodal,0,3,1,2439,1560,1560,Inf,2418.9217,16.0638,31150.0800,74765.1920,1.110e-16,grid,mobius,memory,-,-
2,40,40,16,equal,bimodal,1,3,1,3332,1560,1560,Inf,2560.0383,11.0391,34265.0880,74765.1920,1.110e-16,grid,mobius,memory,-,-
2,40,40,16,equal,bimodal,0,25,1,336,1560,1560,Inf,2817.3877,6.0772,31150.0800,12391.3040,2.220e-16,grid,mobius,memory,-,-
2,40,40,16,equal,bimodal,1,25,1,400,1560,1560,Inf,2881.3473,4.7727,34265.0880,14750.6000,5.551e-16,grid,mobius,memory,-,-
2,40,40,64,equal,bimodal,0,3,1,2446,1560,1560,Inf,Inf,64.2253,498401.2800,1196168.0720,NaN,grid,mobius,memory,rate,-
2,40,40,64,equal,bimodal,1,3,1,3332,1560,1560,Inf,Inf,40.0049,548241.4080,1196168.0720,NaN,grid,mobius,memory,rate,-
2,40,40,64,equal,bimodal,0,25,1,336,1560,1560,Inf,Inf,22.9920,498401.2800,198185.8640,NaN,grid,mobius,memory,rate,-
2,40,40,64,equal,bimodal,1,25,1,400,1560,1560,Inf,Inf,17.1882,548241.4080,235934.6000,NaN,grid,mobius,memory,rate,-
2,5,40,1,asym,flat,0,3,1,2170,20,1560,4.8135,3.4879,1.0894,41.0867,9.8825,2.898e-14,grid,mobius,-,-,-
2,5,40,1,asym,flat,1,3,1,3332,20,1560,6.0013,3.7649,0.8454,45.1953,12.4970,5.718e-14,grid,mobius,-,-,-
2,5,40,1,asym,flat,0,25,1,280,20,1560,5.6031,3.9381,0.5583,41.0867,5.6300,1.420e-12,grid,mobius,-,-,-
2,5,40,1,asym,flat,1,25,1,400,20,1560,7.3523,4.5570,0.5513,45.1953,5.9000,1.797e-12,grid,mobius,-,-,-
2,5,40,4,asym,flat,0,3,1,2382,20,1560,62.4857,49.6090,3.6465,657.3867,90.7520,4.208e-14,grid,mobius,-,-,-
2,5,40,4,asym,flat,1,3,1,3332,20,1560,77.0873,51.6742,2.4389,723.1253,124.9520,2.454e-14,grid,mobius,-,-,-
2,5,40,4,asym,flat,0,25,1,318,20,1560,76.1011,56.3754,1.5444,657.3867,16.4480,1.217e-13,grid,mobius,-,-,-
2,5,40,4,asym,flat,1,25,1,400,20,1560,95.3777,58.8010,1.1890,723.1253,19.4000,2.233e-13,grid,mobius,-,-,-
2,5,40,16,asym,flat,0,3,1,2439,20,1560,3463.5412,843.9899,12.1001,10518.1867,1409.8640,3.453e-14,grid,mobius,-,-,-
2,5,40,16,asym,flat,1,3,1,3332,20,1560,2870.4688,911.1921,8.0140,11570.0053,1924.2320,9.770e-15,grid,mobius,-,-,-
2,5,40,16,asym,flat,0,25,1,333,20,1560,4652.9203,1140.1365,4.8621,10518.1867,196.8080,1.055e-14,grid,mobius,-,-,-
2,5,40,16,asym,flat,1,25,1,400,20,1560,2025.1022,1017.4903,3.5026,11570.0053,235.4000,1.332e-14,grid,mobius,-,-,-
2,5,40,64,asym,flat,0,3,1,2443,20,1560,Inf,Inf,47.5969,168290.9867,22519.6880,NaN,grid,mobius,rate,rate,-
2,5,40,64,asym,flat,1,3,1,3332,20,1560,Inf,Inf,31.5596,185120.0853,30712.7120,NaN,grid,mobius,rate,rate,-
2,5,40,64,asym,flat,0,25,1,336,20,1560,Inf,Inf,18.3708,168290.9867,3101.5760,NaN,grid,mobius,rate,rate,-
2,5,40,64,asym,flat,1,25,1,400,20,1560,Inf,Inf,12.6776,185120.0853,3691.4000,NaN,grid,mobius,rate,rate,-
2,5,40,1,asym,decay,0,3,1,2170,20,1560,5.0147,3.4367,1.0537,41.0867,9.8825,1.985e-14,grid,mobius,-,-,-
2,5,40,1,asym,decay,1,3,1,3332,20,1560,6.1357,3.7776,0.8665,45.1953,12.4970,1.751e-14,grid,mobius,-,-,-
2,5,40,1,asym,decay,0,25,1,280,20,1560,5.7169,4.0774,0.5573,41.0867,5.6300,2.406e-13,grid,mobius,-,-,-
2,5,40,1,asym,decay,1,25,1,400,20,1560,7.3034,4.3217,0.4865,45.1953,5.9000,2.485e-13,grid,mobius,-,-,-
2,5,40,4,asym,decay,0,3,1,2382,20,1560,62.2915,47.4290,3.3905,657.3867,90.7520,1.754e-14,grid,mobius,-,-,-
2,5,40,4,asym,decay,1,3,1,3332,20,1560,75.7871,51.4394,2.3025,723.1253,124.9520,3.719e-15,grid,mobius,-,-,-
2,5,40,4,asym,decay,0,25,1,318,20,1560,75.6369,56.4262,1.4436,657.3867,16.4480,6.961e-14,grid,mobius,-,-,-
2,5,40,4,asym,decay,1,25,1,400,20,1560,93.2671,58.4547,1.1467,723.1253,19.4000,9.104e-14,grid,mobius,-,-,-
2,5,40,16,asym,decay,0,3,1,2439,20,1560,2926.4678,902.8416,12.5295,10518.1867,1409.8640,3.930e-14,grid,mobius,-,-,-
2,5,40,16,asym,decay,1,3,1,3332,20,1560,1571.3113,865.5128,8.1553,11570.0053,1924.2320,3.220e-15,grid,mobius,-,-,-
2,5,40,16,asym,decay,0,25,1,333,20,1560,3867.2862,1067.3045,5.0503,10518.1867,196.8080,7.661e-15,grid,mobius,-,-,-
2,5,40,16,asym,decay,1,25,1,400,20,1560,Inf,1150.6260,3.5942,11570.0053,235.4000,9.326e-15,grid,mobius,budget,-,-
2,5,40,64,asym,decay,0,3,1,2443,20,1560,Inf,Inf,47.3237,168290.9867,22519.6880,NaN,grid,mobius,rate,rate,-
2,5,40,64,asym,decay,1,3,1,3332,20,1560,Inf,Inf,31.8798,185120.0853,30712.7120,NaN,grid,mobius,rate,rate,-
2,5,40,64,asym,decay,0,25,1,336,20,1560,Inf,Inf,18.2360,168290.9867,3101.5760,NaN,grid,mobius,rate,rate,-
2,5,40,64,asym,decay,1,25,1,400,20,1560,Inf,Inf,12.6801,185120.0853,3691.4000,NaN,grid,mobius,rate,rate,-
2,5,40,1,asym,bimodal,0,3,1,2170,20,1560,4.8876,3.4685,1.0488,41.0867,9.8825,1.103e-14,grid,mobius,-,-,-
2,5,40,1,asym,bimodal,1,3,1,3332,20,1560,5.8637,3.8214,0.8143,45.1953,12.4970,1.740e-14,grid,mobius,-,-,-
2,5,40,1,asym,bimodal,0,25,1,280,20,1560,5.7084,4.0030,0.6777,41.0867,5.6300,1.110e-15,grid,mobius,-,-,-
2,5,40,1,asym,bimodal,1,25,1,400,20,1560,6.9240,4.2629,0.4616,45.1953,5.9000,2.998e-14,grid,mobius,-,-,-
2,5,40,4,asym,bimodal,0,3,1,2382,20,1560,71.3270,50.5395,3.6130,657.3867,90.7520,4.746e-14,grid,mobius,-,-,-
2,5,40,4,asym,bimodal,1,3,1,3332,20,1560,77.9350,51.0939,2.3343,723.1253,124.9520,1.332e-15,grid,mobius,-,-,-
2,5,40,4,asym,bimodal,0,25,1,318,20,1560,75.7087,57.2579,1.5105,657.3867,16.4480,7.316e-14,grid,mobius,-,-,-
2,5,40,4,asym,bimodal,1,25,1,400,20,1560,96.0000,58.7157,1.0790,723.1253,19.4000,2.288e-13,grid,mobius,-,-,-
2,5,40,16,asym,bimodal,0,3,1,2439,20,1560,4613.8703,916.5692,12.1627,10518.1867,1409.8640,2.370e-14,grid,mobius,-,-,-
2,5,40,16,asym,bimodal,1,3,1,3332,20,1560,1668.5018,881.2758,8.5042,11570.0053,1924.2320,2.442e-15,grid,mobius,-,-,-
2,5,40,16,asym,bimodal,0,25,1,333,20,1560,3217.4850,1145.2218,4.5205,10518.1867,196.8080,1.088e-14,grid,mobius,-,-,-
2,5,40,16,asym,bimodal,1,25,1,400,20,1560,3019.5741,1078.4529,3.4977,11570.0053,235.4000,1.255e-14,grid,mobius,-,-,-
2,5,40,64,asym,bimodal,0,3,1,2443,20,1560,Inf,Inf,47.3005,168290.9867,22519.6880,NaN,grid,mobius,rate,rate,-
2,5,40,64,asym,bimodal,1,3,1,3332,20,1560,Inf,Inf,31.5439,185120.0853,30712.7120,NaN,grid,mobius,rate,rate,-
2,5,40,64,asym,bimodal,0,25,1,336,20,1560,Inf,Inf,18.2429,168290.9867,3101.5760,NaN,grid,mobius,rate,rate,-
2,5,40,64,asym,bimodal,1,25,1,400,20,1560,Inf,Inf,12.6923,185120.0853,3691.4000,NaN,grid,mobius,rate,rate,-
3,6,6,1,equal,flat,0,3,1,1753,120,120,0.3921,1.4236,387.5523,0.3360,8.8880,1.577e-10,centres,bulger,-,-,-
3,6,6,1,equal,flat,1,3,1,3332,120,120,0.5399,2.2656,26.5873,0.3840,8.8880,1.449e-10,centres,bulger,-,-,-
3,6,6,1,equal,flat,0,25,1,223,120,120,0.3646,1.2420,7.5083,0.3360,6.2042,6.685e-10,centres,bulger,-,-,-
3,6,6,1,equal,flat,1,25,1,400,120,120,0.4664,2.0395,2.4093,0.3840,7.1600,2.155e-12,centres,bulger,-,-,-
3,6,6,4,equal,flat,0,3,1,2187,120,120,1.4665,2.9545,280.1583,5.3760,67.2080,2.220e-10,grid,bulger,-,-,-
3,6,6,4,equal,flat,1,3,1,3332,120,120,2.5633,4.4462,288.2112,6.1440,67.2080,2.773e-10,grid,bulger,-,-,-
3,6,6,4,equal,flat,0,25,1,327,120,120,1.7917,3.3034,24.9006,5.3760,33.2528,1.217e-13,grid,bulger,-,-,-
3,6,6,4,equal,flat,1,25,1,400,120,120,2.8687,4.6796,6.3376,6.1440,39.5600,1.121e-13,grid,bulger,-,-,-
3,6,6,16,equal,flat,0,3,1,2372,120,120,6.7313,31.0093,1144.2330,86.0160,1000.3280,8.461e-14,grid,bulger,-,-,-
3,6,6,16,equal,flat,1,3,1,3332,120,120,13.9157,45.8774,Inf,98.3040,1000.3280,3.886e-15,grid,bulger,-,-,rate
3,6,6,16,equal,flat,0,25,1,333,120,120,9.0222,34.5083,91.3738,86.0160,465.3392,4.441e-15,grid,bulger,-,-,-
3,6,6,16,equal,flat,1,25,1,400,120,120,18.0265,48.0468,18.5468,98.3040,557.9600,1.443e-15,grid,bulger,-,-,-
3,6,6,64,equal,flat,0,3,1,2425,120,120,84.7196,541.0702,Inf,1376.2560,15930.2480,1.055e-15,grid,bulger,-,-,rate
3,6,6,64,equal,flat,1,3,1,3332,120,120,183.0686,790.4390,Inf,1572.8640,15930.2480,4.441e-16,grid,bulger,-,-,rate
3,6,6,64,equal,flat,0,25,1,335,120,120,123.9885,585.8783,Inf,1376.2560,7414.6640,5.551e-16,grid,bulger,-,-,rate
3,6,6,64,equal,flat,1,25,1,400,120,120,267.8014,778.1157,Inf,1572.8640,8852.3600,9.992e-16,grid,bulger,-,-,rate
3,6,6,1,equal,decay,0,3,1,1753,120,120,0.3507,1.3597,19.2626,0.3360,8.8880,2.970e-10,centres,bulger,-,-,-
3,6,6,1,equal,decay,1,3,1,3332,120,120,0.4420,1.8241,21.8868,0.3840,8.8880,2.001e-10,centres,bulger,-,-,-
3,6,6,1,equal,decay,0,25,1,223,120,120,0.3476,1.3579,6.2700,0.3360,6.2042,6.845e-10,centres,bulger,-,-,-
3,6,6,1,equal,decay,1,25,1,400,120,120,0.4624,1.7589,2.1951,0.3840,7.1600,6.690e-13,centres,bulger,-,-,-
3,6,6,4,equal,decay,0,3,1,2187,120,120,1.2356,3.0969,162.0850,5.3760,67.2080,7.203e-11,grid,bulger,-,-,-
3,6,6,4,equal,decay,1,3,1,3332,120,120,2.4979,4.6199,261.0376,6.1440,67.2080,5.828e-11,grid,bulger,-,-,-
3,6,6,4,equal,decay,0,25,1,327,120,120,1.6264,3.2899,24.5683,5.3760,33.2528,1.883e-13,grid,bulger,-,-,-
3,6,6,4,equal,decay,1,25,1,400,120,120,2.9749,4.5302,5.8611,6.1440,39.5600,2.077e-13,grid,bulger,-,-,-
3,6,6,16,equal,decay,0,3,1,2372,120,120,6.7210,33.4404,1092.2174,86.0160,1000.3280,5.113e-14,grid,bulger,-,-,-
3,6,6,16,equal,decay,1,3,1,3332,120,120,13.3071,44.8537,345.0208,98.3040,1000.3280,9.000e-15,grid,bulger,-,-,-
3,6,6,16,equal,decay,0,25,1,333,120,120,9.0598,35.0013,82.3403,86.0160,465.3392,8.216e-15,grid,bulger,-,-,-
3,6,6,16,equal,decay,1,25,1,400,120,120,17.3447,47.9804,18.6458,98.3040,557.9600,2.887e-15,grid,bulger,-,-,-
3,6,6,64,equal,decay,0,3,1,2425,120,120,83.6597,503.8786,Inf,1376.2560,15930.2480,1.241e-14,grid,bulger,-,-,rate
3,6,6,64,equal,decay,1,3,1,3332,120,120,181.5881,740.3398,Inf,1572.8640,15930.2480,1.665e-16,grid,bulger,-,-,rate
3,6,6,64,equal,decay,0,25,1,335,120,120,120.9796,590.9694,Inf,1376.2560,7414.6640,3.331e-16,grid,bulger,-,-,rate
3,6,6,64,equal,decay,1,25,1,400,120,120,253.5374,772.5589,Inf,1572.8640,8852.3600,3.331e-16,grid,bulger,-,-,rate
3,6,6,1,equal,bimodal,0,3,1,1753,120,120,0.3483,1.3440,18.2181,0.3360,8.8880,7.972e-14,centres,bulger,-,-,-
3,6,6,1,equal,bimodal,1,3,1,3332,120,120,0.3688,1.7068,20.9452,0.3840,8.8880,7.691e-12,centres,bulger,-,-,-
3,6,6,1,equal,bimodal,0,25,1,223,120,120,0.3459,1.3536,6.1222,0.3360,6.2042,1.135e-11,centres,bulger,-,-,-
3,6,6,1,equal,bimodal,1,25,1,400,120,120,0.3883,1.7551,2.2740,0.3840,7.1600,1.227e-13,centres,bulger,-,-,-
3,6,6,4,equal,bimodal,0,3,1,2187,120,120,1.2932,3.0675,158.5871,5.3760,67.2080,3.287e-11,grid,bulger,-,-,-
3,6,6,4,equal,bimodal,1,3,1,3332,120,120,2.0397,4.3434,254.3595,6.1440,67.2080,4.638e-11,grid,bulger,-,-,-
3,6,6,4,equal,bimodal,0,25,1,327,120,120,1.5052,3.1690,24.5092,5.3760,33.2528,8.438e-15,grid,bulger,-,-,-
3,6,6,4,equal,bimodal,1,25,1,400,120,120,2.2924,4.5383,5.8235,6.1440,39.5600,6.206e-14,grid,bulger,-,-,-
3,6,6,16,equal,bimodal,0,3,1,2372,120,120,6.5182,31.4468,1083.9422,86.0160,1000.3280,4.529e-15,grid,bulger,-,-,-
3,6,6,16,equal,bimodal,1,3,1,3332,120,120,12.8808,45.1795,355.2002,98.3040,1000.3280,1.213e-14,grid,bulger,-,-,-
3,6,6,16,equal,bimodal,0,25,1,333,120,120,9.3205,34.8447,88.5590,86.0160,465.3392,7.661e-15,grid,bulger,-,-,-
3,6,6,16,equal,bimodal,1,25,1,400,120,120,17.4098,47.7325,19.0895,98.3040,557.9600,4.552e-15,grid,bulger,-,-,-
3,6,6,64,equal,bimodal,0,3,1,2425,120,120,85.3526,522.9177,Inf,1376.2560,15930.2480,1.085e-14,grid,bulger,-,-,rate
3,6,6,64,equal,bimodal,1,3,1,3332,120,120,170.1292,712.2717,Inf,1572.8640,15930.2480,3.053e-16,grid,bulger,-,-,rate
3,6,6,64,equal,bimodal,0,25,1,335,120,120,122.5945,591.5962,Inf,1376.2560,7414.6640,3.331e-16,grid,bulger,-,-,rate
3,6,6,64,equal,bimodal,1,25,1,400,120,120,253.9503,862.7791,Inf,1572.8640,8852.3600,5.551e-16,grid,bulger,-,-,rate
3,5,6,1,asym,flat,0,3,1,1883,60,120,0.3273,1.1385,17.6716,0.1960,7.2680,1.993e-12,centres,bulger,-,-,-
3,5,6,1,asym,flat,1,3,1,3332,60,120,0.3326,1.3400,22.4930,0.2240,7.2680,8.781e-12,centres,bulger,-,-,-
3,5,6,1,asym,flat,0,25,1,220,60,120,0.3141,1.0068,5.4563,0.1960,5.8250,2.519e-11,centres,bulger,-,-,-
3,5,6,1,asym,flat,1,25,1,400,60,120,0.3400,1.2793,5.7757,0.2240,6.5000,1.673e-09,centres,bulger,-,-,-
3,5,6,4,asym,flat,0,3,1,2229,60,120,1.1582,2.2396,128.7494,3.1360,41.2880,6.278e-11,grid,bulger,-,-,-
3,5,6,4,asym,flat,1,3,1,3332,60,120,1.5591,3.2648,218.7887,3.5840,41.2880,1.147e-10,grid,bulger,-,-,-
3,5,6,4,asym,flat,0,25,1,323,60,120,1.3523,2.5510,23.1945,3.1360,24.3800,2.178e-13,grid,bulger,-,-,-
3,5,6,4,asym,flat,1,25,1,400,60,120,1.8271,3.5042,5.8241,3.5840,29.0000,1.430e-13,grid,bulger,-,-,-
3,5,6,16,asym,flat,0,3,1,2372,60,120,4.4990,18.7831,1751.8081,50.1760,585.6080,4.322e-10,grid,bulger,-,-,-
3,5,6,16,asym,flat,1,3,1,3332,60,120,8.2588,26.4611,384.2394,57.3440,585.6080,2.601e-14,grid,bulger,-,-,-
3,5,6,16,asym,flat,0,25,1,333,60,120,5.8876,22.8069,84.5969,50.1760,324.6800,9.659e-15,grid,bulger,-,-,-
3,5,6,16,asym,flat,1,25,1,400,60,120,10.8914,28.5255,19.5261,57.3440,389.0000,3.331e-16,grid,bulger,-,-,-
3,5,6,64,asym,flat,0,3,1,2423,60,120,51.0276,302.0437,Inf,802.8160,9294.7280,1.793e-14,grid,bulger,-,-,rate
3,5,6,64,asym,flat,1,3,1,3332,60,120,100.5195,402.6926,Inf,917.5040,9294.7280,8.327e-16,grid,bulger,-,-,rate
3,5,6,64,asym,flat,0,25,1,336,60,120,72.0159,340.5366,Inf,802.8160,5165.9600,7.772e-16,grid,bulger,-,-,rate
3,5,6,64,asym,flat,1,25,1,400,60,120,147.6861,429.9890,Inf,917.5040,6149.0000,1.110e-15,grid,bulger,-,-,rate
3,5,6,1,asym,decay,0,3,1,1883,60,120,0.3040,1.0089,19.2742,0.1960,7.2680,1.498e-13,centres,bulger,-,-,-
3,5,6,1,asym,decay,1,3,1,3332,60,120,0.3411,1.2779,23.0436,0.2240,7.2680,1.683e-13,centres,bulger,-,-,-
3,5,6,1,asym,decay,0,25,1,220,60,120,0.3127,1.0566,5.5339,0.1960,5.8250,8.698e-11,centres,bulger,-,-,-
3,5,6,1,asym,decay,1,25,1,400,60,120,0.3527,1.1822,6.5480,0.2240,6.5000,5.865e-10,centres,bulger,-,-,-
3,5,6,4,asym,decay,0,3,1,2229,60,120,1.1700,2.2477,137.0258,3.1360,41.2880,9.173e-12,grid,bulger,-,-,-
3,5,6,4,asym,decay,1,3,1,3332,60,120,1.6034,3.1538,232.3430,3.5840,41.2880,6.798e-12,grid,bulger,-,-,-
3,5,6,4,asym,decay,0,25,1,323,60,120,1.4276,2.5884,25.2129,3.1360,24.3800,1.510e-13,grid,bulger,-,-,-
